customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,recent_sessions_30d,recent_sessions_90d,usage_trend,feature_adoption_score_recent,support_tickets_30d,support_tickets_90d,nps_score_recent,failed_payments_90d,payment_failure_flag,renewal_near_flag,contraction_flag,churn_flag,at_risk_flag
C001852,Startup,North America,Affiliate,Basic,1123,68.52,68.58,2537.45,13,61,-1.35,38.3825,2,7,13.8462,0,0,1,0,0,1
C001853,SMB,Europe,Outbound,Pro,699,0.0,308.58,7405.82,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001854,SMB,North America,Affiliate,Enterprise,1265,1633.61,1586.6,76156.66,146,412,7.25,94.6575,1,5,44.7692,0,0,0,1,0,0
C001855,Enterprise,North America,Partner,Enterprise,1346,1999.38,1998.39,87929.04,231,757,-1.05,98.825,0,0,43.8462,0,0,1,0,0,0
C001856,Startup,North America,Organic,Basic,221,93.17,93.28,746.28,41,133,0.25,44.305,2,8,15.0769,0,0,1,0,0,0
C001857,Startup,Europe,Paid Search,Growth,951,196.23,198.67,6158.77,30,95,1.75,51.635,1,6,24.8333,0,0,1,0,0,1
C001858,SMB,Europe,Outbound,Basic,550,0.0,63.78,1020.52,0,11,0.0,0.0,0,5,-14.6667,0,0,0,0,1,0
C001859,SMB,North America,Outbound,Growth,588,0.0,234.56,4222.05,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001860,SMB,North America,Affiliate,Growth,371,0.0,139.94,1679.29,3,40,-2.5,38.49,0,9,-7.7778,0,0,0,0,1,0
C001861,Mid-Market,APAC,Organic,Enterprise,394,1756.06,1755.48,42131.54,124,381,5.2,98.0175,1,5,44.6154,0,0,0,0,0,0
C001862,SMB,Europe,Organic,Growth,1058,0.0,124.88,4120.91,12,93,-4.2,42.1667,2,19,-5.25,0,0,0,0,1,0
C001863,Mid-Market,Europe,Outbound,Growth,230,249.46,248.86,1990.91,35,110,0.75,55.25,3,9,32.5833,0,0,1,0,0,1
C001864,Enterprise,Europe,Organic,Pro,947,233.96,235.94,8493.98,107,347,-0.85,96.4025,1,2,35.1538,0,0,0,0,0,0
C001865,Mid-Market,LATAM,Paid Search,Growth,244,221.82,218.71,1749.69,64,171,3.5,69.5325,2,5,25.6667,0,0,1,0,0,0
C001866,Mid-Market,APAC,Partner,Basic,793,0.0,55.65,1391.3,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C001867,SMB,North America,Referral,Pro,968,0.0,686.79,20603.59,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001868,Startup,Europe,Paid Search,Basic,356,38.71,38.72,425.91,87,232,2.5,48.12,2,5,16.9167,0,0,1,0,0,0
C001869,SMB,North America,Outbound,Growth,1475,165.86,166.32,8482.49,65,219,0.5,65.3725,1,3,28.0769,0,0,0,0,0,0
C001870,Enterprise,Europe,Outbound,Pro,307,0.0,460.32,5523.8,0,90,-10.6667,0.0,0,3,1.5,0,0,0,0,1,0
C001871,Mid-Market,Europe,Partner,Growth,1105,0.0,188.97,6802.85,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001872,SMB,North America,Paid Search,Basic,1195,34.33,34.18,1298.94,27,93,-0.5,47.0575,2,5,19.5385,0,0,1,0,0,0
C001873,SMB,APAC,Outbound,Growth,591,206.37,205.11,4102.24,55,164,0.75,58.815,2,5,27.4615,0,0,1,0,0,0
C001874,Mid-Market,APAC,Paid Search,Pro,75,211.87,216.2,648.59,117,293,3.5,87.5425,2,4,38.6364,0,0,1,0,0,0
C001875,Mid-Market,North America,Partner,Pro,900,347.49,351.14,12640.86,110,318,3.5,83.7875,2,3,34.4615,0,0,0,1,0,0
C001876,Mid-Market,APAC,Paid Search,Enterprise,1333,592.72,591.97,26046.51,118,380,-1.7,98.35,1,5,38.2308,0,0,1,0,0,0
C001877,Enterprise,North America,Referral,Pro,1019,0.0,645.04,23221.56,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001878,Mid-Market,Europe,Organic,Pro,151,544.18,552.09,3312.53,80,241,2.0,83.6925,0,2,40.3077,0,0,1,0,0,0
C001879,Mid-Market,LATAM,Outbound,Enterprise,405,1799.11,1801.26,43230.21,137,413,-3.75,100.0,0,3,39.4167,0,0,0,0,0,0
C001880,SMB,North America,Paid Search,Basic,1133,0.0,106.8,3951.77,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001881,Startup,Europe,Organic,Pro,925,402.84,400.71,12021.33,59,157,-2.2,70.796,0,3,34.6154,0,0,1,0,0,0
C001882,Enterprise,Europe,Referral,Enterprise,1116,1957.65,1940.94,93165.25,162,444,7.3,100.0,1,5,44.5385,0,0,0,0,0,0
C001883,Mid-Market,North America,Outbound,Pro,1240,472.93,476.51,18583.93,310,751,6.75,98.428,1,1,37.1538,0,0,1,0,0,0
C001884,SMB,Europe,Paid Search,Growth,223,154.58,153.94,1231.52,9,53,-3.5,48.25,2,5,21.0,0,0,1,0,0,1
C001885,Mid-Market,North America,Paid Search,Pro,571,796.33,797.09,15144.71,166,458,9.5,99.205,0,5,33.8462,0,0,1,0,0,0
C001886,Startup,Europe,Organic,Basic,1240,140.36,142.02,6817.19,29,66,0.8,35.342,1,5,10.6154,0,0,0,1,0,1
C001887,Mid-Market,North America,Outbound,Pro,530,383.76,386.91,6964.38,80,281,-2.75,82.3075,0,3,39.3077,0,0,1,0,0,0
C001888,SMB,North America,Outbound,Enterprise,890,2214.48,2245.63,53895.06,251,638,1.2,97.242,2,9,45.6154,0,0,0,0,0,0
C001889,Mid-Market,LATAM,Paid Search,Growth,1416,181.78,181.62,8536.0,44,141,-0.8,64.4375,1,4,17.6923,0,0,1,0,0,1
C001890,SMB,North America,Referral,Pro,824,528.63,525.58,14190.71,85,285,-1.25,79.67,1,4,33.3846,0,0,1,0,0,0
C001891,SMB,Europe,Paid Search,Growth,1205,0.0,175.73,6502.08,2,37,-2.4,30.71,3,24,-5.2,2,1,0,1,1,0
C001892,Startup,LATAM,Affiliate,Basic,1142,47.34,47.51,1805.29,30,76,1.0,37.088,0,3,6.4615,0,0,1,0,0,0
C001893,Mid-Market,LATAM,Outbound,Pro,161,0.0,100.13,1201.55,38,167,1.4167,61.4167,2,9,10.2727,0,0,0,1,1,0
C001894,SMB,North America,Outbound,Pro,423,0.0,874.35,20984.38,25,132,1.25,60.19,1,13,10.6364,0,0,0,0,1,0
C001895,Startup,LATAM,Paid Search,Growth,1288,0.0,120.57,4702.25,9,71,-1.25,39.845,1,12,0.1,2,1,0,1,1,0
C001896,Mid-Market,LATAM,Referral,Pro,224,415.62,418.24,3345.88,154,412,-3.95,87.788,0,3,35.8462,0,0,1,0,0,0
C001897,SMB,North America,Paid Search,Growth,573,0.0,145.28,2615.01,0,18,0.0,0.0,0,8,-18.3333,1,1,0,0,1,0
C001898,SMB,LATAM,Affiliate,Pro,158,0.0,316.44,3797.32,4,82,-3.25,55.62,1,28,9.3,0,0,0,0,1,0
C001899,SMB,LATAM,Referral,Growth,385,176.14,176.71,2297.25,110,274,0.5,61.27,1,3,24.9231,0,0,1,0,0,0
C001900,Enterprise,Europe,Referral,Enterprise,991,1366.29,1362.01,44946.26,183,556,6.0,99.4225,0,3,47.8462,0,0,1,0,0,0
C001901,SMB,Europe,Affiliate,Basic,534,0.0,39.73,596.01,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001902,SMB,LATAM,Paid Search,Growth,709,169.85,170.16,3913.72,51,164,1.95,61.2925,3,4,27.0769,0,0,1,0,0,1
C001903,SMB,APAC,Affiliate,Pro,420,453.66,451.64,6323.01,73,192,-0.9,76.634,2,7,32.6154,0,0,1,0,0,1
C001904,SMB,Europe,Organic,Basic,1042,0.0,82.55,2641.74,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C001905,SMB,LATAM,Referral,Growth,932,0.0,94.1,2729.01,0,16,0.0,0.0,0,7,-10.0,0,0,0,0,1,0
C001906,Startup,LATAM,Referral,Growth,1147,115.93,115.82,4516.86,43,106,3.25,54.9675,0,2,27.4167,0,0,1,0,0,0
C001907,Startup,LATAM,Paid Search,Growth,1057,213.85,212.6,7015.74,75,187,0.75,64.576,3,3,28.0,0,0,1,0,0,0
C001908,SMB,APAC,Affiliate,Pro,1266,351.61,355.74,14941.01,108,303,-0.5,87.2575,3,5,36.0,0,0,1,0,0,0
C001909,Enterprise,North America,Partner,Enterprise,1452,851.8,851.02,40849.11,188,629,-2.2,100.0,1,3,40.3077,0,0,1,0,0,0
C001910,Startup,North America,Paid Search,Pro,87,358.99,356.23,4274.76,200,639,1.4,96.155,2,4,34.3846,0,0,0,0,0,0
C001911,SMB,Europe,Organic,Growth,1395,153.67,155.92,7484.22,37,108,2.45,50.5325,5,7,21.6923,0,0,0,0,0,0
C001912,Enterprise,Europe,Outbound,Enterprise,165,1327.14,1317.4,3952.21,134,419,2.25,97.4775,0,3,43.4615,1,1,1,1,0,0
C001913,Enterprise,Europe,Outbound,Enterprise,1511,1247.32,1251.17,75069.99,170,515,3.25,100.0,0,2,45.1667,0,0,0,0,0,0
C001914,Mid-Market,LATAM,Outbound,Pro,334,298.64,305.94,3671.3,100,340,-1.5,86.4525,0,6,35.0769,0,0,1,0,0,1
C001915,SMB,APAC,Referral,Basic,1007,77.89,77.5,2557.63,18,62,-1.75,45.3775,1,7,18.0,1,1,1,0,0,0
C001916,SMB,Europe,Paid Search,Growth,728,271.96,273.43,6562.32,113,284,1.6,65.416,2,5,22.6154,0,0,1,0,0,0
C001917,SMB,LATAM,Referral,Growth,1085,74.52,74.38,2677.53,65,149,4.5,53.786,1,1,19.7692,0,0,1,0,0,0
C001918,Startup,North America,Organic,Growth,614,0.0,86.79,1735.88,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C001919,SMB,Europe,Organic,Growth,826,238.96,239.98,6719.32,107,231,7.15,57.02,2,3,25.0769,0,0,1,0,0,0
C001920,Mid-Market,North America,Organic,Pro,707,889.39,885.06,21241.51,146,365,-1.8,90.426,0,2,41.3846,0,0,1,0,0,0
C001921,SMB,Europe,Organic,Pro,918,188.1,187.5,5437.39,147,369,1.65,87.292,0,5,32.2308,0,0,1,0,0,0
C001922,Mid-Market,Europe,Outbound,Growth,664,0.0,222.54,4673.29,0,41,-4.6667,0.0,0,3,-10.8571,0,0,0,0,1,0
C001923,SMB,LATAM,Referral,Growth,219,0.0,306.53,3678.38,0,46,-5.5,0.0,0,15,-5.5,0,0,0,0,1,0
C001924,SMB,Europe,Affiliate,Growth,853,113.32,113.21,4075.7,46,118,2.25,61.95,1,5,22.75,0,0,0,1,0,0
C001925,Mid-Market,North America,Outbound,Growth,701,0.0,301.38,6931.74,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001926,Enterprise,North America,Partner,Pro,1314,426.87,426.81,19206.66,66,234,-2.0,82.7275,0,3,33.1538,0,0,0,0,0,1
C001927,SMB,North America,Paid Search,Growth,966,181.46,181.91,5821.07,76,193,0.7,56.724,1,8,25.3077,0,0,1,0,0,0
C001928,Mid-Market,APAC,Affiliate,Pro,1321,340.07,338.32,14547.73,80,238,1.25,86.34,0,2,35.4615,0,0,1,0,0,0
C001929,SMB,APAC,Organic,Growth,1229,238.79,239.14,9804.86,86,269,-0.5,67.255,0,4,27.4615,0,0,1,0,0,0
C001930,Startup,North America,Paid Search,Basic,72,80.06,79.37,238.1,62,175,-0.9,45.905,0,0,20.4545,0,0,1,0,0,0
C001931,Mid-Market,North America,Partner,Growth,1378,318.96,321.86,14483.74,71,198,1.75,60.775,1,4,20.9167,0,0,1,0,0,0
C001932,SMB,Europe,Affiliate,Pro,708,0.0,847.0,20327.96,0,13,0.0,0.0,0,4,-8.0,0,0,0,0,1,0
C001933,SMB,Europe,Affiliate,Growth,239,159.42,162.16,1945.9,61,153,1.2,55.028,1,4,27.4615,0,0,0,0,0,0
C001934,SMB,North America,Affiliate,Basic,65,222.76,221.38,664.15,37,92,0.65,36.43,0,6,8.6,0,0,1,0,0,1
C001935,SMB,North America,Paid Search,Pro,1284,811.24,815.89,36714.86,93,308,-2.75,87.62,1,4,39.0,0,0,0,0,0,0
C001936,Startup,Europe,Paid Search,Basic,1158,0.0,70.2,2597.4,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C001937,SMB,North America,Affiliate,Basic,889,0.0,35.04,981.01,0,6,0.0,0.0,0,4,-24.25,0,0,0,0,1,0
C001938,Enterprise,North America,Outbound,Pro,669,241.92,236.36,5672.74,106,355,-5.5,90.0725,2,5,31.5385,0,0,0,0,0,0
C001939,Mid-Market,North America,Partner,Pro,60,250.71,251.9,755.7,130,277,3.0,89.825,1,2,30.3333,0,0,1,0,0,0
C001940,SMB,Europe,Outbound,Pro,1200,310.78,307.51,14760.68,49,154,-0.55,80.7625,1,8,29.3077,0,0,0,1,0,0
C001941,Startup,Europe,Affiliate,Basic,1251,0.0,102.24,4089.46,7,38,0.25,25.195,2,16,-20.1,2,1,0,0,1,0
C001942,Mid-Market,North America,Partner,Pro,1133,564.42,563.57,21415.77,161,491,-3.75,95.285,2,4,28.6667,0,0,1,0,0,0
C001943,Startup,Europe,Organic,Growth,148,0.0,122.32,733.89,0,56,-6.0,0.0,0,6,-6.4286,0,0,0,1,1,0
C001944,SMB,Europe,Referral,Pro,1466,434.49,432.45,20325.19,100,318,0.6,79.4125,1,7,37.3846,1,1,1,0,0,0
C001945,Mid-Market,LATAM,Outbound,Enterprise,932,1214.96,1182.76,42579.3,172,429,-0.85,95.6,1,2,41.9231,0,0,0,0,0,0
C001946,SMB,APAC,Organic,Pro,1335,643.71,645.71,27765.62,100,298,2.75,90.3775,2,6,32.6154,0,0,1,0,0,0
C001947,SMB,North America,Paid Search,Basic,943,0.0,36.46,1093.69,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001948,Startup,APAC,Paid Search,Basic,125,64.37,63.36,316.79,25,65,-0.5,35.1325,3,6,10.25,0,0,1,0,0,1
C001949,Startup,LATAM,Affiliate,Pro,1508,521.79,518.22,25910.88,77,226,1.25,82.3125,0,2,41.3077,0,0,1,0,0,0
C001950,SMB,Europe,Affiliate,Growth,1020,113.93,113.91,3872.78,65,186,1.0,60.795,2,6,28.9231,0,0,1,0,0,0
C001951,Enterprise,North America,Outbound,Pro,121,896.22,895.59,10747.09,96,304,1.8,88.8725,3,6,28.5385,0,0,0,1,0,1
C001952,SMB,North America,Partner,Pro,590,406.3,406.7,7320.6,64,199,1.4,79.64,1,4,36.7692,0,0,1,0,0,0
C001953,Mid-Market,North America,Organic,Pro,1134,0.0,303.1,10608.49,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C001954,Mid-Market,APAC,Paid Search,Pro,801,658.15,671.76,24183.5,113,388,-1.35,83.85,0,2,41.2308,0,0,0,0,0,0
C001955,Startup,Europe,Referral,Pro,31,470.65,483.55,967.1,93,117,-0.75,83.2375,0,0,44.6,0,0,1,0,0,0
C001956,Startup,Europe,Paid Search,Basic,887,0.0,66.11,1785.07,1,27,-2.5,15.7,2,11,-7.7778,2,1,0,0,1,0
C001957,SMB,Europe,Outbound,Growth,710,99.61,99.96,2398.97,70,237,0.7,64.62,2,8,19.5385,0,0,1,0,0,1
C001958,Mid-Market,North America,Paid Search,Enterprise,699,2188.69,2240.15,53763.57,140,360,9.75,100.0,0,1,41.3333,0,0,1,0,0,0
C001959,SMB,North America,Paid Search,Basic,508,146.19,148.8,2380.73,30,93,1.25,45.33,0,6,9.5385,0,0,1,0,0,1
C001960,Mid-Market,Europe,Paid Search,Growth,1224,96.55,97.88,4110.91,127,386,-0.75,73.635,2,4,21.9167,0,0,0,0,0,0
C001961,Enterprise,Europe,Outbound,Enterprise,230,1701.12,1686.81,13494.47,241,700,2.25,100.0,0,1,40.0,0,0,1,0,0,0
C001962,Mid-Market,LATAM,Partner,Pro,17,330.76,334.38,334.38,85,85,28.3333,84.9133,1,1,30.0,0,0,1,0,0,1
C001963,Enterprise,Europe,Partner,Growth,1295,469.19,468.76,19687.76,58,165,-1.9,66.552,1,4,27.1538,0,0,0,0,0,0
C001964,Mid-Market,Europe,Organic,Growth,270,262.7,265.2,2386.78,43,129,0.5,63.535,1,4,26.2308,0,0,1,0,0,0
C001965,Enterprise,LATAM,Paid Search,Pro,271,0.0,526.78,6321.35,25,184,-7.2667,66.02,1,7,5.5,0,0,0,0,1,0
C001966,Mid-Market,North America,Referral,Growth,384,97.91,97.86,1174.29,59,161,1.75,64.545,4,8,25.8333,0,0,1,0,0,0
C001967,Mid-Market,Europe,Partner,Pro,956,304.02,295.61,10642.09,102,304,2.75,90.71,1,3,37.0769,0,0,0,0,0,0
C001968,Mid-Market,LATAM,Affiliate,Pro,801,629.33,625.14,16253.52,109,323,4.65,87.715,0,2,34.0769,0,0,1,0,0,1
C001969,Enterprise,North America,Organic,Enterprise,239,661.73,637.57,7650.84,142,355,5.4,95.806,2,6,43.0,0,0,0,0,0,1
C001970,SMB,North America,Paid Search,Basic,1283,30.21,30.16,1266.55,35,100,2.75,30.37,2,7,11.0769,0,0,1,0,0,0
C001971,Mid-Market,North America,Organic,Growth,252,160.57,160.95,1448.57,84,204,2.3,77.204,2,5,25.0,0,0,1,0,0,0
C001972,SMB,North America,Referral,Basic,107,58.4,59.16,236.62,34,93,1.3,39.4225,0,3,6.5385,0,0,1,0,0,0
C001973,Enterprise,Europe,Organic,Enterprise,470,1725.45,1729.41,27670.62,251,635,-0.05,100.0,0,2,44.1538,0,0,1,0,0,0
C001974,SMB,North America,Organic,Pro,992,382.46,379.4,13658.45,82,281,-0.75,84.92,1,4,33.0,0,0,0,0,0,0
C001975,Mid-Market,Europe,Outbound,Growth,667,231.19,230.29,5066.35,64,175,3.2,71.485,0,0,30.1538,0,0,1,0,0,0
C001976,Mid-Market,North America,Outbound,Enterprise,1430,871.51,885.11,42485.09,281,936,-5.55,100.0,1,5,40.4615,0,0,1,0,0,0
C001977,Enterprise,North America,Outbound,Basic,60,0.0,69.48,833.71,0,41,-4.25,0.0,0,4,-7.125,0,0,0,1,1,0
C001978,SMB,North America,Paid Search,Basic,952,0.0,60.8,1823.97,0,15,-2.0,0.0,0,12,-16.125,1,1,0,1,1,0
C001979,Mid-Market,North America,Outbound,Pro,1421,592.0,574.43,27572.49,345,866,-2.25,98.6,1,2,30.3077,0,0,1,0,0,0
C001980,Mid-Market,APAC,Outbound,Growth,301,256.72,259.9,3118.81,121,301,0.95,67.806,1,1,29.6154,0,0,0,0,0,0
C001981,Enterprise,North America,Partner,Enterprise,510,1089.85,1111.6,26678.49,284,786,7.25,100.0,0,1,47.5833,0,0,0,1,0,0
C001982,Enterprise,North America,Organic,Pro,564,348.48,347.84,7304.74,276,870,2.0,100.0,0,1,38.9231,0,0,0,0,0,0
C001983,Mid-Market,North America,Paid Search,Pro,1429,226.35,226.68,10880.59,149,356,5.8,89.012,1,5,35.7692,0,0,1,0,0,0
C001984,Mid-Market,North America,Outbound,Growth,321,0.0,71.16,640.48,0,28,-3.0,0.0,0,4,-1.8,0,0,0,0,1,0
C001985,SMB,Europe,Referral,Basic,547,50.81,50.28,1055.89,25,59,1.0,32.428,3,3,10.3846,0,0,0,0,0,1
C001986,Enterprise,LATAM,Partner,Pro,301,439.69,455.67,5468.0,163,392,0.85,92.918,0,0,39.4615,0,0,0,0,0,0
C001987,SMB,North America,Partner,Pro,193,0.0,287.23,2585.07,0,36,0.0,0.0,0,7,-10.75,0,0,0,0,1,0
C001988,Mid-Market,Europe,Partner,Pro,1189,319.06,323.01,15504.52,97,259,5.0,88.0025,1,1,36.5,0,0,0,1,0,0
C001989,Mid-Market,Europe,Affiliate,Pro,1181,0.0,858.35,41200.8,24,122,-2.25,62.26,2,12,9.6364,0,0,0,1,1,0
C001990,SMB,LATAM,Partner,Basic,108,0.0,80.88,485.3,7,52,-1.8667,28.1633,6,17,-13.25,0,0,0,0,1,0
C001991,SMB,Europe,Outbound,Basic,668,0.0,31.12,746.76,0,47,-5.75,0.0,0,10,-17.5,0,0,0,0,1,0
C001992,SMB,North America,Affiliate,Basic,804,0.0,44.79,1075.05,0,13,-1.5,0.0,0,12,-27.8333,2,1,0,1,1,0
C001993,Enterprise,LATAM,Organic,Enterprise,1070,1750.28,1782.08,64154.81,197,517,10.5,97.8475,0,1,41.6667,0,0,1,0,0,0
C001994,SMB,LATAM,Affiliate,Basic,548,41.49,42.08,799.58,42,146,-0.9,38.7125,4,7,13.9231,0,0,1,0,0,1
C001995,Startup,Europe,Affiliate,Basic,364,0.0,37.89,378.86,14,44,0.5,23.42,8,21,-20.3333,1,1,0,0,1,0
C001996,Mid-Market,APAC,Partner,Pro,1503,399.08,393.41,23604.31,131,409,-1.25,89.8825,0,0,35.5385,0,0,0,0,0,0
C001997,SMB,APAC,Paid Search,Growth,670,247.51,247.8,5699.49,84,274,3.75,58.2,3,7,21.3077,0,0,1,0,0,1
C001998,Enterprise,North America,Outbound,Pro,2,755.53,722.18,8666.15,29,29,29.0,96.14,0,0,30.0,0,0,0,0,0,0
C001999,SMB,LATAM,Partner,Basic,929,0.0,39.3,1100.32,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002000,SMB,Europe,Organic,Growth,984,0.0,191.0,5539.04,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002001,Startup,Europe,Partner,Growth,178,159.59,162.7,976.18,72,229,2.2,54.215,1,1,20.4615,0,0,1,0,0,1
C002002,SMB,Europe,Referral,Basic,1424,34.94,34.92,1571.42,60,207,-2.0,41.615,3,5,8.7692,0,0,1,0,0,0
C002003,SMB,LATAM,Paid Search,Growth,761,0.0,140.24,3365.81,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002004,Mid-Market,Europe,Organic,Basic,705,0.0,31.19,717.46,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002005,SMB,Europe,Paid Search,Pro,277,0.0,746.81,6721.33,0,103,-9.0,0.0,0,13,8.4444,1,1,0,0,1,0
C002006,SMB,North America,Paid Search,Pro,1319,882.95,883.45,37988.3,60,163,3.4,77.735,3,6,29.0,0,0,1,0,0,0
C002007,SMB,Europe,Affiliate,Basic,720,0.0,45.21,904.26,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002008,SMB,APAC,Paid Search,Growth,1279,123.41,123.19,5297.08,59,162,3.75,61.295,0,0,28.5385,0,0,1,0,0,0
C002009,Enterprise,LATAM,Outbound,Pro,316,716.34,707.13,8485.61,125,357,-3.5,93.966,1,2,32.6923,0,0,0,0,0,0
C002010,SMB,North America,Outbound,Pro,550,766.63,771.46,14657.7,138,403,4.75,85.0075,5,8,34.3846,0,0,1,0,0,0
C002011,Enterprise,APAC,Organic,Pro,762,288.06,289.63,10426.83,90,282,0.0,89.405,4,5,33.6667,0,0,0,0,0,0
C002012,SMB,LATAM,Paid Search,Growth,778,0.0,149.76,3743.95,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002013,Startup,Europe,Referral,Basic,1280,53.56,54.11,2435.04,25,67,1.25,36.42,1,4,11.1667,0,0,0,0,0,0
C002014,SMB,North America,Affiliate,Basic,116,38.88,38.29,153.15,25,84,-1.5,47.1,0,2,17.6923,0,0,1,0,0,0
C002015,Startup,Europe,Paid Search,Growth,375,0.0,189.79,2277.44,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002016,Mid-Market,North America,Referral,Pro,1028,342.84,342.44,11300.62,95,276,1.0,85.5525,1,4,36.6667,0,0,1,0,0,0
C002017,SMB,North America,Referral,Pro,877,366.62,374.2,8980.7,49,163,-1.75,81.6,1,4,33.0769,0,0,0,1,0,0
C002018,SMB,Europe,Partner,Pro,411,440.83,439.85,10556.52,105,360,-0.25,86.27,1,4,33.9231,0,0,0,0,0,0
C002019,Mid-Market,APAC,Outbound,Pro,414,246.12,246.1,5906.5,63,173,-1.15,77.84,1,3,32.9231,0,0,0,0,0,0
C002020,Mid-Market,North America,Outbound,Pro,808,193.93,190.66,6863.89,139,458,-1.25,91.2725,3,5,36.6923,0,0,0,0,0,1
C002021,Enterprise,APAC,Organic,Enterprise,1049,2319.9,2363.11,85071.97,245,716,2.0,100.0,1,2,44.3333,0,0,0,0,0,0
C002022,Enterprise,APAC,Partner,Enterprise,504,931.74,928.59,15785.95,290,734,-0.75,100.0,1,1,44.0769,0,0,1,0,0,0
C002023,Mid-Market,North America,Partner,Pro,514,1127.63,1125.22,27005.4,70,226,-0.3,86.995,2,5,31.6923,0,0,0,1,0,0
C002024,Mid-Market,North America,Paid Search,Enterprise,598,4141.19,4063.26,97518.22,218,613,10.1,100.0,0,3,46.1538,0,0,0,0,0,0
C002025,Mid-Market,LATAM,Organic,Growth,1001,0.0,131.72,4346.9,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002026,SMB,LATAM,Referral,Growth,798,407.81,403.31,10486.11,43,89,2.35,63.318,0,2,30.6923,0,0,1,0,0,0
C002027,Mid-Market,Europe,Outbound,Pro,579,681.99,684.16,13683.19,108,377,-6.25,94.7475,1,3,31.6154,0,0,1,0,0,0
C002028,Startup,Europe,Paid Search,Basic,76,41.14,41.21,123.62,31,97,-2.75,36.5925,0,7,8.8182,0,0,1,0,0,1
C002029,Mid-Market,Europe,Affiliate,Pro,711,155.53,155.16,3723.73,68,228,1.75,82.585,2,5,35.1538,0,0,1,0,0,0
C002030,Enterprise,LATAM,Partner,Pro,987,614.16,614.42,22119.06,197,496,3.15,88.036,3,4,30.8462,0,0,0,0,0,0
C002031,Startup,LATAM,Paid Search,Basic,522,0.0,55.46,887.3,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0
C002032,Mid-Market,North America,Paid Search,Growth,1237,190.13,191.46,7658.48,74,249,-2.5,70.6275,2,2,23.6154,0,0,1,0,0,0
C002033,Enterprise,North America,Referral,Enterprise,1382,1234.43,1232.51,59160.34,252,811,-1.2,100.0,2,5,35.5385,0,0,0,0,0,0
C002034,SMB,North America,Referral,Growth,349,0.0,102.1,1021.05,0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0
C002035,SMB,APAC,Outbound,Growth,11,134.88,137.89,137.89,15,15,7.5,58.13,0,0,10.5,0,0,1,0,0,0
C002036,Enterprise,APAC,Outbound,Growth,174,0.0,202.54,2430.46,0,49,-9.0,0.0,0,3,4.2,0,0,0,0,1,0
C002037,Enterprise,LATAM,Outbound,Pro,578,0.0,381.21,9148.92,0,78,-7.3333,0.0,0,5,0.5714,0,0,0,0,1,0
C002038,Startup,North America,Organic,Basic,1453,46.77,46.89,2203.9,33,96,0.75,39.8275,2,2,17.0769,1,1,1,0,0,0
C002039,SMB,Europe,Organic,Basic,11,27.76,27.76,0.0,8,8,4.0,40.515,0,0,1.0,0,0,0,0,0,1
C002040,Mid-Market,North America,Organic,Growth,835,165.94,164.72,4447.34,47,173,-1.45,67.5475,1,4,19.5385,0,0,1,0,0,0
C002041,SMB,North America,Outbound,Pro,1070,288.36,290.91,10472.74,147,369,5.75,90.2475,1,3,30.4167,0,0,1,0,0,0
C002042,SMB,North America,Affiliate,Growth,150,231.04,230.13,1150.65,107,321,2.95,64.365,3,5,30.6154,0,0,1,0,0,0
C002043,Startup,LATAM,Paid Search,Growth,378,119.29,119.1,1429.21,67,174,-1.85,56.078,4,6,26.9231,1,1,1,0,0,0
C002044,Startup,North America,Outbound,Pro,355,0.0,417.78,5013.33,12,89,-1.0,56.325,3,18,-2.0,0,0,0,0,1,0
C002045,Mid-Market,Europe,Organic,Growth,1093,380.23,382.0,13751.91,88,230,1.1,67.892,1,5,25.4615,0,0,1,0,0,1
