customer_id,segment,region,acquisition_channel,plan_type,tenure_days,current_mrr,avg_monthly_revenue,lifetime_revenue,churn_risk_score,revenue_risk_score,retention_priority_score,risk_tier,main_risk_driver,recommended_action,recommendation_context,at_risk_flag,payment_failure_flag,renewal_near_flag,contraction_flag,usage_trend,support_tickets_90d,nps_score_recent,feature_adoption_score_recent,failed_payments_90d
C002807,Mid-Market,Europe,Organic,Pro,1077,545.48,548.25,18092.29,74.33,75.05,74.58,high,usage decline,product adoption campaign,Tier=high; driver=usage decline; churn_risk=74.3; revenue_risk=75.0; priority=74.6; current_mrr=$545.48.,1,1,1,1,-5.75,5,31.25,81.2375,1
C002040,Mid-Market,North America,Organic,Growth,835,165.94,164.72,4447.34,26.65,38.85,30.92,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.6; revenue_risk=38.9; priority=30.9; current_mrr=$165.94.,0,0,1,0,-1.45,4,19.5385,67.5475,0
C001962,Mid-Market,LATAM,Partner,Pro,17,330.76,334.38,334.38,18.27,54.37,30.9,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=18.3; revenue_risk=54.4; priority=30.9; current_mrr=$330.76.,1,0,1,0,28.3333,1,30.0,84.9133,0
C001007,Enterprise,Europe,Outbound,Pro,224,861.89,861.03,7749.27,2.67,83.28,30.88,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=83.3; priority=30.9; current_mrr=$861.89.,0,0,0,0,2.3,1,34.1538,90.58,0
C002825,Enterprise,APAC,Outbound,Pro,577,529.0,532.62,12782.77,8.0,73.36,30.88,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=73.4; priority=30.9; current_mrr=$529.00.,0,0,0,0,4.95,3,34.5385,92.59,0
C002953,SMB,North America,Organic,Growth,91,288.27,296.31,3555.68,18.67,53.56,30.88,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.7; revenue_risk=53.6; priority=30.9; current_mrr=$288.27.,0,0,0,1,2.95,4,29.2308,57.562,0
C001334,Mid-Market,North America,Outbound,Pro,286,664.21,666.88,8002.55,5.33,78.3,30.87,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=78.3; priority=30.9; current_mrr=$664.21.,0,0,0,0,0.25,2,36.9167,94.785,0
C002672,SMB,Europe,Organic,Pro,215,397.92,395.24,3161.93,14.27,61.69,30.87,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=61.7; priority=30.9; current_mrr=$397.92.,0,0,1,0,0.5,4,33.6923,81.0375,0
C002114,SMB,LATAM,Organic,Growth,128,187.03,191.96,1151.73,26.13,39.66,30.87,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.1; revenue_risk=39.7; priority=30.9; current_mrr=$187.03.,0,0,0,0,-1.55,9,23.3846,57.33,0
C000408,SMB,LATAM,Organic,Growth,1299,159.13,160.01,7200.27,26.5,38.99,30.87,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.5; revenue_risk=39.0; priority=30.9; current_mrr=$159.13.,0,0,0,0,-1.75,8,28.6923,55.9,0
C003305,Mid-Market,LATAM,Outbound,Pro,1340,477.23,473.23,21295.51,8.93,71.6,30.86,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=71.6; priority=30.9; current_mrr=$477.23.,0,0,1,0,2.2,2,35.0,89.205,0
C002488,Enterprise,Europe,Outbound,Pro,1426,329.68,336.11,16133.16,14.27,61.56,30.82,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=61.6; priority=30.8; current_mrr=$329.68.,0,0,1,0,4.0,4,36.5385,92.64,0
C001398,Mid-Market,North America,Organic,Pro,526,510.61,508.04,9144.8,8.93,71.45,30.81,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=71.5; priority=30.8; current_mrr=$510.61.,0,0,1,0,1.5,2,34.2308,93.862,0
C002744,Startup,APAC,Organic,Basic,77,66.66,65.8,197.41,40.84,12.19,30.81,low,low adoption,product adoption campaign,Tier=low; driver=low adoption; churn_risk=40.8; revenue_risk=12.2; priority=30.8; current_mrr=$66.66.,1,0,1,0,0.0,3,10.5833,34.038,0
C003182,Mid-Market,North America,Paid Search,Pro,1216,595.87,595.38,23219.69,5.33,78.06,30.79,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=78.1; priority=30.8; current_mrr=$595.87.,0,0,0,0,0.75,2,30.7692,84.875,0
C001171,Enterprise,North America,Organic,Pro,550,527.2,525.89,12621.44,8.0,73.07,30.77,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=73.1; priority=30.8; current_mrr=$527.20.,0,0,0,0,2.75,3,36.6923,91.57,0
C001902,SMB,LATAM,Paid Search,Growth,709,169.85,170.16,3913.72,26.27,39.12,30.77,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.3; revenue_risk=39.1; priority=30.8; current_mrr=$169.85.,1,0,1,0,1.95,4,27.0769,61.2925,0
C003214,SMB,LATAM,Referral,Basic,46,64.81,65.74,131.48,41.03,11.69,30.76,low,low NPS,monitor only,Tier=low; driver=low NPS; churn_risk=41.0; revenue_risk=11.7; priority=30.8; current_mrr=$64.81.,1,0,1,0,1.3333,3,5.8571,39.3125,0
C002016,Mid-Market,North America,Referral,Pro,1028,342.84,342.44,11300.62,14.27,61.33,30.74,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=61.3; priority=30.7; current_mrr=$342.84.,0,0,1,0,1.0,4,36.6667,85.5525,0
C001708,Enterprise,Europe,Organic,Pro,132,362.4,357.7,4292.43,14.83,60.25,30.73,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.8; revenue_risk=60.2; priority=30.7; current_mrr=$362.40.,0,0,0,1,-0.25,2,31.5833,90.8525,0
C001263,Mid-Market,North America,Organic,Pro,842,304.94,303.83,10937.77,16.0,57.93,30.68,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=57.9; priority=30.7; current_mrr=$304.94.,0,0,0,1,0.9,3,36.4615,85.9025,0
C001568,Startup,North America,Paid Search,Growth,590,191.77,192.66,3853.2,24.19,42.69,30.66,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=24.2; revenue_risk=42.7; priority=30.7; current_mrr=$191.77.,0,0,1,0,-1.1,5,27.3077,60.3675,0
C000457,Mid-Market,APAC,Paid Search,Growth,1290,281.48,283.15,12175.47,16.93,56.11,30.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=56.1; priority=30.6; current_mrr=$281.48.,0,0,1,0,0.2,5,26.0769,65.915,0
C001916,SMB,Europe,Paid Search,Growth,728,271.96,273.43,6562.32,18.32,53.51,30.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=18.3; revenue_risk=53.5; priority=30.6; current_mrr=$271.96.,0,0,1,0,1.6,5,22.6154,65.416,0
C003284,SMB,APAC,Organic,Pro,1367,237.03,237.87,10466.16,19.6,51.14,30.64,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=51.1; priority=30.6; current_mrr=$237.03.,0,0,1,0,3.8,6,36.7692,78.7525,0
C003444,Mid-Market,North America,Partner,Pro,1182,706.87,687.96,33022.03,2.67,82.53,30.62,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=82.5; priority=30.6; current_mrr=$706.87.,0,0,0,0,0.0,1,36.25,92.225,0
C000666,Startup,Europe,Paid Search,Pro,454,342.06,342.14,4105.71,15.53,58.63,30.62,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=15.5; revenue_risk=58.6; priority=30.6; current_mrr=$342.06.,0,0,1,0,-1.0,2,34.25,77.8375,0
C002100,SMB,North America,Paid Search,Pro,1139,302.63,300.16,11706.3,16.0,57.77,30.62,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=57.8; priority=30.6; current_mrr=$302.63.,0,0,0,0,0.25,12,33.5385,93.11,0
C000166,SMB,Europe,Referral,Pro,269,251.83,251.05,2259.49,20.92,48.62,30.62,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.9; revenue_risk=48.6; priority=30.6; current_mrr=$251.83.,0,0,1,0,-0.2,6,37.3846,85.4675,0
C002521,Enterprise,North America,Partner,Pro,844,565.48,563.8,15786.43,6.27,75.81,30.61,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=6.3; revenue_risk=75.8; priority=30.6; current_mrr=$565.48.,0,0,1,0,1.25,1,37.0769,94.2825,0
C000543,Mid-Market,North America,Paid Search,Growth,1211,148.79,150.02,5850.81,27.62,36.17,30.61,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=27.6; revenue_risk=36.2; priority=30.6; current_mrr=$148.79.,0,0,0,0,-4.3,1,23.1538,62.962,0
C000178,Mid-Market,LATAM,Outbound,Pro,1261,552.25,547.77,23006.29,6.27,75.78,30.6,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=6.3; revenue_risk=75.8; priority=30.6; current_mrr=$552.25.,0,0,1,0,3.5,1,31.3846,97.852,0
C000850,Enterprise,North America,Partner,Pro,586,312.96,307.62,7382.79,16.0,57.7,30.6,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=57.7; priority=30.6; current_mrr=$312.96.,0,0,0,0,3.5,6,32.9231,97.005,0
C001672,SMB,LATAM,Organic,Growth,659,98.18,98.42,2165.18,35.06,22.33,30.6,low,usage decline,product adoption campaign,Tier=low; driver=usage decline; churn_risk=35.1; revenue_risk=22.3; priority=30.6; current_mrr=$98.18.,0,0,1,0,-3.15,4,29.6923,60.704,0
C000069,SMB,Europe,Affiliate,Growth,1402,148.39,149.0,7003.05,27.43,36.46,30.59,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=27.4; revenue_risk=36.5; priority=30.6; current_mrr=$148.39.,0,0,1,0,-0.85,8,20.6923,61.48,0
C001251,Mid-Market,APAC,Affiliate,Pro,1152,581.9,567.39,27234.55,5.33,77.47,30.58,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=77.5; priority=30.6; current_mrr=$581.90.,0,0,0,0,5.25,2,37.9231,87.725,0
C001957,SMB,Europe,Outbound,Growth,710,99.61,99.96,2398.97,34.78,22.78,30.58,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=34.8; revenue_risk=22.8; priority=30.6; current_mrr=$99.61.,1,0,1,0,0.7,8,19.5385,64.62,0
C000432,Enterprise,North America,Organic,Pro,385,631.98,641.53,9623.01,5.33,77.45,30.57,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=77.5; priority=30.6; current_mrr=$631.98.,0,0,0,0,2.3,2,29.1538,88.788,0
C000159,Mid-Market,North America,Partner,Pro,741,410.72,412.7,10317.52,11.6,65.8,30.57,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=65.8; priority=30.6; current_mrr=$410.72.,0,0,1,0,8.5,3,36.25,91.1875,0
C000686,Enterprise,Europe,Partner,Pro,301,390.25,397.21,4766.47,13.33,62.57,30.56,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=62.6; priority=30.6; current_mrr=$390.25.,0,0,0,0,2.0,5,36.3077,92.694,0
C000530,Mid-Market,North America,Outbound,Pro,114,215.59,216.38,1298.25,23.23,44.14,30.55,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=23.2; revenue_risk=44.1; priority=30.6; current_mrr=$215.59.,0,0,0,0,-1.65,5,34.9231,83.2725,0
C001361,SMB,LATAM,Partner,Pro,1391,543.06,543.97,25022.77,6.27,75.6,30.54,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=6.3; revenue_risk=75.6; priority=30.5; current_mrr=$543.06.,0,0,1,0,3.5,1,34.4615,92.495,0
C001878,Mid-Market,Europe,Organic,Pro,151,544.18,552.09,3312.53,8.93,70.64,30.53,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=70.6; priority=30.5; current_mrr=$544.18.,0,0,1,0,2.0,2,40.3077,83.6925,0
C002635,Enterprise,North America,Partner,Enterprise,1390,485.93,486.53,23353.35,8.0,72.36,30.53,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.0; revenue_risk=72.4; priority=30.5; current_mrr=$485.93.,0,0,0,0,0.5,3,41.1538,100.0,0
C000255,Startup,APAC,Organic,Growth,502,210.95,209.45,3560.59,22.54,45.38,30.53,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=22.5; revenue_risk=45.4; priority=30.5; current_mrr=$210.95.,0,0,1,0,-2.25,1,22.2308,56.5425,0
C000013,SMB,North America,Referral,Growth,394,262.85,261.99,3667.8,19.6,50.81,30.52,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=50.8; priority=30.5; current_mrr=$262.85.,0,0,1,0,0.3,6,27.3077,68.1825,0
C000630,Mid-Market,North America,Organic,Growth,959,356.26,355.2,11721.46,13.33,62.35,30.49,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=62.4; priority=30.5; current_mrr=$356.26.,0,0,0,0,5.25,5,25.2308,66.888,0
C003159,Mid-Market,APAC,Partner,Growth,501,175.38,174.76,3145.74,25.63,39.42,30.46,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.6; revenue_risk=39.4; priority=30.5; current_mrr=$175.38.,1,0,0,0,2.5,4,19.2308,57.65,0
C000221,SMB,Europe,Outbound,Growth,1327,203.46,202.12,9095.38,21.6,46.81,30.42,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=21.6; revenue_risk=46.8; priority=30.4; current_mrr=$203.46.,0,0,1,0,-0.5,5,23.3846,53.66,0
C001543,Mid-Market,LATAM,Outbound,Growth,1379,232.17,232.81,10709.19,19.49,50.69,30.41,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.5; revenue_risk=50.7; priority=30.4; current_mrr=$232.17.,0,0,1,0,2.35,5,20.6154,72.536,0
C002704,Mid-Market,North America,Organic,Growth,238,191.16,187.47,1499.73,25.1,40.27,30.41,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=25.1; revenue_risk=40.3; priority=30.4; current_mrr=$191.16.,0,0,1,0,-2.45,2,26.4615,67.216,0
C000195,Mid-Market,APAC,Outbound,Growth,61,216.85,215.88,647.63,23.33,43.47,30.38,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=23.3; revenue_risk=43.5; priority=30.4; current_mrr=$216.85.,1,0,1,0,1.0,2,20.8889,60.98,0
C002440,SMB,North America,Partner,Pro,1412,675.72,673.55,32330.61,2.67,81.8,30.37,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=81.8; priority=30.4; current_mrr=$675.72.,0,0,0,0,0.0,1,32.6154,70.3,0
C000779,Mid-Market,APAC,Outbound,Growth,1105,136.31,136.24,5040.86,29.22,32.5,30.37,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=29.2; revenue_risk=32.5; priority=30.4; current_mrr=$136.31.,1,0,1,0,1.0,5,24.5,55.855,0
C000950,Enterprise,APAC,Referral,Pro,1092,324.7,324.18,11670.52,14.27,60.18,30.34,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=60.2; priority=30.3; current_mrr=$324.70.,0,0,1,0,3.65,4,37.8462,88.568,0
C000415,Enterprise,North America,Partner,Pro,1491,289.31,291.55,17492.71,15.6,57.71,30.34,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=15.6; revenue_risk=57.7; priority=30.3; current_mrr=$289.31.,0,0,0,0,-2.6,0,38.3846,94.996,0
C001498,Mid-Market,Europe,Partner,Growth,320,176.32,175.97,1935.63,25.82,38.68,30.32,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=25.8; revenue_risk=38.7; priority=30.3; current_mrr=$176.32.,0,0,1,0,-1.75,4,28.4615,72.8425,0
C000495,SMB,Europe,Partner,Pro,1066,387.28,386.57,13916.36,11.6,65.05,30.31,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=11.6; revenue_risk=65.0; priority=30.3; current_mrr=$387.28.,0,0,1,0,3.0,3,38.3846,77.5725,0
C002286,SMB,APAC,Outbound,Growth,251,259.93,263.49,2371.37,19.89,49.65,30.31,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.9; revenue_risk=49.6; priority=30.3; current_mrr=$259.93.,0,0,1,0,2.5,8,24.5,62.27,0
C002304,SMB,North America,Partner,Pro,184,460.31,469.86,4228.74,10.67,66.73,30.29,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=10.7; revenue_risk=66.7; priority=30.3; current_mrr=$460.31.,0,0,0,0,0.0,4,33.5385,85.345,0
C000974,SMB,North America,Partner,Basic,788,54.18,54.42,1360.42,40.94,10.48,30.28,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=40.9; revenue_risk=10.5; priority=30.3; current_mrr=$54.18.,0,0,1,0,-1.75,7,13.6154,45.1675,0
C001782,Startup,North America,Organic,Growth,998,267.07,268.3,8853.97,17.61,53.76,30.26,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=17.6; revenue_risk=53.8; priority=30.3; current_mrr=$267.07.,0,0,1,0,0.25,5,23.8462,59.9175,0
C002126,SMB,North America,Paid Search,Growth,1121,138.98,139.15,5009.44,28.72,33.12,30.26,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=28.7; revenue_risk=33.1; priority=30.3; current_mrr=$138.98.,0,0,1,0,-0.95,9,19.4615,62.13,0
C003295,SMB,North America,Organic,Pro,1221,335.53,337.29,14166.02,13.37,61.52,30.22,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.4; revenue_risk=61.5; priority=30.2; current_mrr=$335.53.,0,0,0,0,-0.45,4,34.0769,75.3325,0
C002771,Startup,North America,Paid Search,Growth,516,159.42,158.98,2702.72,26.91,36.36,30.22,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=26.9; revenue_risk=36.4; priority=30.2; current_mrr=$159.42.,1,0,1,0,2.5,3,19.7692,54.34,0
C002382,Mid-Market,LATAM,Referral,Basic,826,95.31,95.32,2668.88,34.69,21.92,30.22,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=34.7; revenue_risk=21.9; priority=30.2; current_mrr=$95.31.,0,0,1,0,-3.3,1,16.6923,49.082,0
C002373,Enterprise,North America,Paid Search,Enterprise,1415,660.81,678.44,32564.94,2.67,81.33,30.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=2.7; revenue_risk=81.3; priority=30.2; current_mrr=$660.81.,0,0,0,0,10.2,1,47.8462,100.0,0
C001431,Enterprise,Europe,Outbound,Pro,795,572.62,552.68,19896.62,5.33,76.38,30.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=76.4; priority=30.2; current_mrr=$572.62.,0,0,0,0,2.0,2,33.3846,86.895,0
C001208,Startup,LATAM,Organic,Growth,412,240.83,242.47,3394.56,20.27,48.63,30.2,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.3; revenue_risk=48.6; priority=30.2; current_mrr=$240.83.,0,0,1,0,-0.75,4,24.9167,52.47,0
C002387,SMB,Europe,Outbound,Growth,67,208.02,208.62,417.24,23.8,42.07,30.19,low,failed payments,monitor only,Tier=low; driver=failed payments; churn_risk=23.8; revenue_risk=42.1; priority=30.2; current_mrr=$208.02.,0,1,1,0,0.0,3,27.8,69.1025,1
C002922,SMB,Europe,Paid Search,Growth,338,256.0,256.76,3081.13,19.6,49.83,30.18,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.6; revenue_risk=49.8; priority=30.2; current_mrr=$256.00.,0,0,1,0,0.55,8,26.3846,64.3425,0
C001435,Startup,North America,Organic,Basic,1024,46.42,46.33,1667.73,42.1,8.03,30.18,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=42.1; revenue_risk=8.0; priority=30.2; current_mrr=$46.42.,1,0,0,0,0.1,5,10.9231,31.1725,0
C000079,Enterprise,Europe,Organic,Pro,657,155.26,158.44,3802.67,26.67,36.54,30.12,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=26.7; revenue_risk=36.5; priority=30.1; current_mrr=$155.26.,0,0,0,0,-5.5,1,36.25,89.4175,0
C002755,Startup,LATAM,Affiliate,Basic,1,132.93,128.43,128.43,31.7,27.15,30.11,low,low NPS,monitor only,Tier=low; driver=low NPS; churn_risk=31.7; revenue_risk=27.1; priority=30.1; current_mrr=$132.93.,1,0,1,0,7.0,0,7.0,40.98,0
C002639,Mid-Market,LATAM,Organic,Pro,1286,314.71,314.23,13197.77,14.27,59.48,30.09,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=59.5; priority=30.1; current_mrr=$314.71.,0,0,1,0,2.0,4,37.3846,84.7175,0
C002271,SMB,North America,Paid Search,Basic,1020,72.33,72.39,2461.14,37.42,16.49,30.09,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=37.4; revenue_risk=16.5; priority=30.1; current_mrr=$72.33.,0,0,1,0,-1.75,4,12.1538,42.52,0
C002358,Mid-Market,North America,Partner,Pro,1185,319.29,317.34,11424.19,14.27,59.4,30.07,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=59.4; priority=30.1; current_mrr=$319.29.,0,0,1,0,5.6,4,31.5385,89.3775,0
C000395,SMB,Europe,Organic,Growth,414,187.17,188.19,2822.92,24.06,41.16,30.04,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=24.1; revenue_risk=41.2; priority=30.0; current_mrr=$187.17.,0,0,1,0,-1.1,4,20.0769,55.776,0
C002366,SMB,LATAM,Paid Search,Basic,1385,98.11,97.94,4309.18,33.32,23.96,30.04,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=33.3; revenue_risk=24.0; priority=30.0; current_mrr=$98.11.,0,0,1,0,0.75,6,14.5,37.2425,0
C002002,SMB,Europe,Referral,Basic,1424,34.94,34.92,1571.42,43.83,4.42,30.04,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=43.8; revenue_risk=4.4; priority=30.0; current_mrr=$34.94.,0,0,1,0,-2.0,5,8.7692,41.615,0
C000347,Startup,APAC,Paid Search,Pro,10,985.77,985.77,0.0,3.6,79.09,30.02,low,contract renewal risk,monitor only,Tier=low; driver=contract renewal risk; churn_risk=3.6; revenue_risk=79.1; priority=30.0; current_mrr=$985.77.,0,0,1,0,32.0,0,35.5,79.865,0
C002390,Mid-Market,North America,Organic,Pro,180,372.03,377.03,4524.33,13.33,61.03,30.02,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=61.0; priority=30.0; current_mrr=$372.03.,0,0,0,0,4.75,5,35.2308,94.325,0
C002743,Enterprise,North America,Organic,Pro,735,566.33,565.14,15258.71,5.33,75.79,29.99,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=75.8; priority=30.0; current_mrr=$566.33.,0,0,0,0,3.6,2,30.2308,95.522,0
C001621,Enterprise,Europe,Referral,Pro,1116,545.51,542.9,26059.06,5.33,75.7,29.96,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=75.7; priority=30.0; current_mrr=$545.51.,0,0,0,0,4.5,2,37.1538,84.915,0
C002885,Mid-Market,North America,Partner,Pro,966,319.29,318.83,9883.83,14.27,59.1,29.96,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=59.1; priority=30.0; current_mrr=$319.29.,0,0,1,0,5.25,4,30.0,83.442,0
C002349,Mid-Market,Europe,Organic,Pro,1207,279.5,281.46,11821.14,16.0,55.88,29.96,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=55.9; priority=30.0; current_mrr=$279.50.,0,0,0,0,3.85,6,41.1538,88.8475,0
C001725,Mid-Market,Europe,Partner,Growth,704,216.51,215.53,5172.64,20.59,47.33,29.95,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=20.6; revenue_risk=47.3; priority=29.9; current_mrr=$216.51.,0,0,1,0,3.0,6,23.3077,63.545,0
C000144,Startup,Europe,Referral,Basic,896,96.57,96.48,2894.55,33.95,22.53,29.95,low,low adoption,monitor only,Tier=low; driver=low adoption; churn_risk=34.0; revenue_risk=22.5; priority=29.9; current_mrr=$96.57.,1,0,1,0,0.1,1,12.1538,35.626,0
C001554,Enterprise,North America,Partner,Pro,577,298.57,300.52,5108.8,16.22,55.43,29.94,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.2; revenue_risk=55.4; priority=29.9; current_mrr=$298.57.,0,0,1,0,-0.7,3,34.4615,93.23,0
C002644,Mid-Market,North America,Partner,Pro,810,281.74,287.59,10353.21,16.0,55.82,29.94,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.0; revenue_risk=55.8; priority=29.9; current_mrr=$281.74.,0,0,0,0,7.5,7,41.3077,93.3925,0
C000214,Startup,LATAM,Paid Search,Basic,826,37.61,37.19,1115.67,43.65,4.46,29.93,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=43.6; revenue_risk=4.5; priority=29.9; current_mrr=$37.61.,1,0,0,0,1.15,5,5.2308,34.622,0
C000314,Startup,North America,Affiliate,Pro,1085,266.39,267.7,9637.09,16.93,53.94,29.88,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=16.9; revenue_risk=53.9; priority=29.9; current_mrr=$266.39.,0,0,1,0,1.5,5,36.6154,71.274,0
C000750,SMB,LATAM,Organic,Growth,1272,141.5,142.85,5999.56,27.47,34.34,29.87,low,usage decline,monitor only,Tier=low; driver=usage decline; churn_risk=27.5; revenue_risk=34.3; priority=29.9; current_mrr=$141.50.,0,0,1,0,-2.0,4,27.6923,55.155,0
C000323,SMB,Europe,Paid Search,Growth,576,345.98,348.48,7318.14,13.33,60.57,29.86,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=13.3; revenue_risk=60.6; priority=29.9; current_mrr=$345.98.,0,0,0,0,6.8,5,26.1538,68.0375,0
C003329,SMB,Europe,Organic,Growth,916,104.01,104.02,3224.59,32.8,24.4,29.86,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=32.8; revenue_risk=24.4; priority=29.9; current_mrr=$104.01.,0,0,1,0,-2.0,8,28.25,60.385,0
C001846,Enterprise,North America,Partner,Pro,582,600.53,594.84,7138.06,5.33,75.38,29.85,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=5.3; revenue_risk=75.4; priority=29.9; current_mrr=$600.53.,0,0,0,0,4.85,2,36.5385,93.098,0
C002767,SMB,LATAM,Outbound,Growth,947,224.2,223.85,6491.58,19.82,48.46,29.84,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=19.8; revenue_risk=48.5; priority=29.8; current_mrr=$224.20.,0,0,1,0,0.0,10,24.6154,62.3,0
C001525,Mid-Market,Europe,Organic,Pro,590,462.53,459.11,9182.17,8.93,68.65,29.83,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=8.9; revenue_risk=68.7; priority=29.8; current_mrr=$462.53.,0,0,1,0,0.9,2,35.2308,81.64,0
C001076,Mid-Market,North America,Organic,Pro,1265,307.05,308.61,12961.73,14.27,58.72,29.83,low,support burden,monitor only,Tier=low; driver=support burden; churn_risk=14.3; revenue_risk=58.7; priority=29.8; current_mrr=$307.05.,0,0,1,0,3.5,4,31.2308,75.3225,0
