subscription_id,customer_id,subscription_start_date,subscription_end_date,monthly_revenue,contract_type,billing_cycle,status
SUB001765,C001765,2024-05-29,,2212.17,Annual,Annual,active
SUB001766,C001766,2025-11-22,2026-02-10,161.94,Annual,Annual,churned
SUB001767,C001767,2024-02-15,2025-12-30,252.58,Monthly,Monthly,churned
SUB001768,C001768,2023-12-13,2025-10-22,111.52,Monthly,Monthly,churned
SUB001769,C001769,2022-04-25,2026-02-08,221.05,Monthly,Monthly,churned
SUB001770,C001770,2022-11-04,,362.02,Annual,Annual,active
SUB001771,C001771,2023-05-30,2026-02-10,157.48,Monthly,Monthly,churned
SUB001772,C001772,2023-08-03,,585.33,Annual,Annual,at_risk
SUB001773,C001773,2023-07-08,2025-09-26,223.69,Monthly,Monthly,churned
SUB001774,C001774,2023-09-06,,155.12,Monthly,Monthly,at_risk
SUB001775,C001775,2025-03-22,,127.54,Monthly,Monthly,active
SUB001776,C001776,2022-07-31,,301.53,Monthly,Monthly,at_risk
SUB001777,C001777,2023-05-26,,33.95,Monthly,Monthly,at_risk
SUB001778,C001778,2022-09-07,2025-09-04,109.8,Monthly,Monthly,churned
SUB001779,C001779,2023-04-16,2025-10-31,263.44,Monthly,Monthly,churned
SUB001780,C001780,2024-11-12,,109.7,Monthly,Quarterly,active
SUB001781,C001781,2022-03-24,,96.41,Monthly,Monthly,at_risk
SUB001782,C001782,2023-06-07,,267.07,Monthly,Quarterly,active
SUB001783,C001783,2022-02-19,,53.2,Monthly,Monthly,active
SUB001784,C001784,2025-12-27,,195.14,Monthly,Quarterly,active
SUB001785,C001785,2025-01-13,,457.97,Monthly,Monthly,active
SUB001786,C001786,2023-01-13,2026-02-11,278.83,Annual,Annual,churned
SUB001787,C001787,2022-10-30,,1167.75,Monthly,Monthly,active
SUB001788,C001788,2022-06-10,,277.29,Monthly,Monthly,at_risk
SUB001789,C001789,2023-12-21,,184.37,Monthly,Monthly,at_risk
SUB001790,C001790,2025-02-28,,37.42,Monthly,Monthly,at_risk
SUB001791,C001791,2024-06-11,,418.53,Annual,Annual,active
SUB001792,C001792,2025-09-06,2026-02-18,343.92,Monthly,Monthly,churned
SUB001793,C001793,2023-06-16,,1477.19,Annual,Annual,active
SUB001794,C001794,2023-03-09,,523.95,Monthly,Monthly,active
SUB001795,C001795,2024-01-10,,398.6,Monthly,Monthly,active
SUB001796,C001796,2022-11-08,,28.58,Monthly,Quarterly,at_risk
SUB001797,C001797,2026-02-03,,4522.68,Annual,Annual,active
SUB001798,C001798,2022-10-22,,1595.38,Annual,Annual,at_risk
SUB001799,C001799,2024-01-12,,67.55,Monthly,Quarterly,active
SUB001800,C001800,2024-03-18,2026-02-13,135.13,Annual,Annual,churned
SUB001801,C001801,2022-04-08,,238.69,Annual,Annual,active
SUB001802,C001802,2023-12-17,,444.18,Monthly,Monthly,active
SUB001803,C001803,2023-12-03,,401.61,Monthly,Monthly,active
SUB001804,C001804,2023-02-10,,619.7,Monthly,Monthly,active
SUB001805,C001805,2022-07-18,2025-09-07,229.89,Monthly,Monthly,churned
SUB001806,C001806,2022-03-22,,77.6,Annual,Annual,active
SUB001807,C001807,2022-01-24,,237.57,Monthly,Monthly,active
SUB001808,C001808,2024-01-09,,981.19,Monthly,Quarterly,active
SUB001809,C001809,2022-05-29,,65.55,Annual,Annual,active
SUB001810,C001810,2025-12-30,,90.2,Monthly,Monthly,active
SUB001811,C001811,2023-01-18,,194.95,Monthly,Monthly,active
SUB001812,C001812,2024-09-29,,23.39,Monthly,Monthly,at_risk
SUB001813,C001813,2024-10-20,,1285.94,Annual,Annual,active
SUB001814,C001814,2024-01-30,,113.08,Monthly,Monthly,active
SUB001815,C001815,2025-09-12,,506.96,Monthly,Quarterly,active
SUB001816,C001816,2022-06-21,,329.97,Annual,Quarterly,active
SUB001817,C001817,2023-01-04,,1953.45,Annual,Annual,active
SUB001818,C001818,2023-01-28,,236.89,Monthly,Monthly,active
SUB001819,C001819,2022-07-29,,762.59,Monthly,Monthly,active
SUB001820,C001820,2023-03-31,,305.78,Monthly,Monthly,active
SUB001821,C001821,2023-04-22,2025-10-08,227.53,Annual,Annual,churned
SUB001822,C001822,2025-03-09,2026-02-10,99.04,Monthly,Monthly,churned
SUB001823,C001823,2023-04-15,,516.1,Monthly,Quarterly,active
SUB001824,C001824,2025-09-08,2026-02-04,239.6,Monthly,Monthly,churned
SUB001825,C001825,2025-03-24,,175.03,Monthly,Monthly,at_risk
SUB001826,C001826,2025-10-05,2026-01-28,162.06,Annual,Annual,churned
SUB001827,C001827,2022-06-19,2026-01-08,156.4,Monthly,Monthly,churned
SUB001828,C001828,2026-02-12,,23.04,Monthly,Monthly,active
SUB001829,C001829,2024-07-24,,117.48,Monthly,Monthly,active
SUB001830,C001830,2026-02-12,,153.0,Monthly,Monthly,active
SUB001831,C001831,2023-06-27,2025-10-04,120.16,Monthly,Monthly,churned
SUB001832,C001832,2025-12-20,,42.27,Monthly,Monthly,active
SUB001833,C001833,2024-06-19,,173.95,Annual,Annual,active
SUB001834,C001834,2022-05-01,,144.68,Monthly,Monthly,active
SUB001835,C001835,2023-09-23,,1631.4,Annual,Annual,active
SUB001836,C001836,2022-08-07,2025-12-23,176.3,Monthly,Monthly,churned
SUB001837,C001837,2025-12-04,,71.71,Annual,Annual,active
SUB001838,C001838,2023-04-15,,44.37,Monthly,Monthly,active
SUB001839,C001839,2022-12-14,2024-12-07,263.48,Monthly,Monthly,churned
SUB001840,C001840,2024-04-27,,67.15,Annual,Quarterly,at_risk
SUB001841,C001841,2023-10-12,,95.61,Annual,Quarterly,active
SUB001842,C001842,2022-06-11,,153.27,Monthly,Monthly,active
SUB001843,C001843,2025-05-27,,1273.53,Annual,Quarterly,active
SUB001844,C001844,2025-07-22,2026-02-16,146.63,Monthly,Monthly,churned
SUB001845,C001845,2025-02-13,2026-02-21,69.17,Monthly,Monthly,churned
SUB001846,C001846,2024-07-27,,600.53,Annual,Annual,active
SUB001847,C001847,2023-09-07,,1860.1,Monthly,Monthly,active
SUB001848,C001848,2024-04-09,,530.37,Annual,Quarterly,active
SUB001849,C001849,2024-03-16,,1467.52,Annual,Annual,active
SUB001850,C001850,2022-09-16,2025-10-17,67.67,Monthly,Monthly,churned
SUB001851,C001851,2022-05-08,,78.05,Monthly,Monthly,at_risk
SUB001852,C001852,2023-02-02,,68.52,Monthly,Monthly,at_risk
SUB001853,C001853,2023-11-23,2025-10-22,304.18,Annual,Annual,churned
SUB001854,C001854,2022-09-13,,1633.61,Annual,Annual,active
SUB001855,C001855,2022-06-24,,1999.38,Monthly,Monthly,active
SUB001856,C001856,2025-07-23,,93.17,Monthly,Monthly,active
SUB001857,C001857,2023-07-24,,196.23,Monthly,Monthly,at_risk
SUB001858,C001858,2024-06-20,2025-12-22,63.56,Monthly,Monthly,churned
SUB001859,C001859,2024-03-21,2025-10-30,233.66,Monthly,Monthly,churned
SUB001860,C001860,2025-01-27,2026-02-02,141.54,Monthly,Monthly,churned
SUB001861,C001861,2025-01-31,,1756.06,Annual,Annual,active
SUB001862,C001862,2023-03-30,2026-02-20,124.8,Annual,Quarterly,churned
SUB001863,C001863,2025-07-14,,249.46,Monthly,Monthly,at_risk
SUB001864,C001864,2023-07-28,,233.96,Annual,Annual,active
SUB001865,C001865,2025-06-30,,221.82,Monthly,Monthly,active
SUB001866,C001866,2023-09-13,2025-11-14,55.44,Monthly,Monthly,churned
SUB001867,C001867,2022-06-27,2025-02-19,690.0,Monthly,Monthly,churned
SUB001868,C001868,2025-03-10,,38.71,Monthly,Monthly,active
SUB001869,C001869,2022-02-15,,165.86,Monthly,Quarterly,active
SUB001870,C001870,2025-03-25,2026-01-26,471.86,Annual,Annual,churned
SUB001871,C001871,2022-03-19,2025-03-28,190.32,Monthly,Monthly,churned
SUB001872,C001872,2022-11-22,,34.33,Monthly,Monthly,active
SUB001873,C001873,2024-07-18,,206.37,Monthly,Monthly,active
SUB001874,C001874,2025-12-16,,211.87,Annual,Quarterly,active
SUB001875,C001875,2023-09-13,,347.49,Annual,Annual,active
SUB001876,C001876,2022-07-07,,592.72,Monthly,Monthly,active
SUB001877,C001877,2022-12-27,2025-10-11,651.37,Annual,Annual,churned
SUB001878,C001878,2025-10-01,,544.18,Annual,Quarterly,active
SUB001879,C001879,2025-01-20,,1799.11,Annual,Annual,active
SUB001880,C001880,2022-06-12,2025-07-19,106.73,Monthly,Monthly,churned
SUB001881,C001881,2023-08-19,,402.84,Monthly,Monthly,active
SUB001882,C001882,2023-02-09,,1957.65,Annual,Annual,active
SUB001883,C001883,2022-10-08,,472.93,Monthly,Monthly,active
SUB001884,C001884,2025-07-21,,154.58,Monthly,Monthly,at_risk
SUB001885,C001885,2024-08-07,,796.33,Monthly,Monthly,active
SUB001886,C001886,2022-10-08,,140.36,Annual,Annual,at_risk
SUB001887,C001887,2024-09-17,,383.76,Monthly,Monthly,active
SUB001888,C001888,2023-09-23,,2214.48,Annual,Annual,active
SUB001889,C001889,2022-04-15,,181.78,Monthly,Monthly,at_risk
SUB001890,C001890,2023-11-28,,528.63,Monthly,Monthly,active
SUB001891,C001891,2022-10-21,2026-02-07,176.63,Monthly,Monthly,churned
SUB001892,C001892,2023-01-14,,47.34,Monthly,Monthly,active
SUB001893,C001893,2025-09-06,2026-02-14,102.06,Annual,Annual,churned
SUB001894,C001894,2024-12-17,2026-02-13,876.42,Annual,Annual,churned
SUB001895,C001895,2022-07-31,2026-02-08,121.18,Monthly,Monthly,churned
SUB001896,C001896,2025-07-20,,415.62,Monthly,Monthly,active
SUB001897,C001897,2024-06-02,2025-12-27,146.5,Monthly,Quarterly,churned
SUB001898,C001898,2025-09-02,2026-02-07,330.97,Annual,Annual,churned
SUB001899,C001899,2025-02-09,,176.14,Monthly,Monthly,active
SUB001900,C001900,2023-06-14,,1366.29,Annual,Quarterly,active
SUB001901,C001901,2024-04-03,2025-09-19,39.84,Monthly,Monthly,churned
SUB001902,C001902,2024-03-22,,169.85,Monthly,Monthly,at_risk
SUB001903,C001903,2025-01-05,,453.66,Monthly,Monthly,at_risk
SUB001904,C001904,2023-01-14,2025-11-21,83.5,Monthly,Monthly,churned
SUB001905,C001905,2023-06-05,2025-12-23,93.6,Monthly,Monthly,churned
SUB001906,C001906,2023-01-09,,115.93,Monthly,Quarterly,active
SUB001907,C001907,2023-04-09,,213.85,Monthly,Monthly,active
SUB001908,C001908,2022-09-12,,351.61,Annual,Quarterly,active
SUB001909,C001909,2022-03-10,,851.8,Annual,Annual,active
SUB001910,C001910,2025-12-04,,358.99,Annual,Annual,active
SUB001911,C001911,2022-05-06,,153.67,Annual,Annual,active
SUB001912,C001912,2025-09-17,,1327.14,Annual,Quarterly,active
SUB001913,C001913,2022-01-10,,1247.32,Annual,Annual,active
SUB001914,C001914,2025-04-01,,298.64,Annual,Annual,at_risk
SUB001915,C001915,2023-05-29,,77.89,Monthly,Monthly,active
SUB001916,C001916,2024-03-03,,271.96,Monthly,Monthly,active
SUB001917,C001917,2023-03-12,,74.52,Monthly,Monthly,active
SUB001918,C001918,2024-01-25,2025-09-30,85.95,Monthly,Monthly,churned
SUB001919,C001919,2023-11-26,,238.96,Monthly,Monthly,active
SUB001920,C001920,2024-03-24,,889.39,Annual,Annual,active
SUB001921,C001921,2023-08-26,,188.1,Monthly,Monthly,active
SUB001922,C001922,2024-03-28,2026-01-21,221.71,Monthly,Monthly,churned
SUB001923,C001923,2025-06-22,2026-01-27,308.07,Annual,Annual,churned
SUB001924,C001924,2023-10-30,,113.32,Annual,Annual,active
SUB001925,C001925,2023-07-18,2025-06-18,300.98,Monthly,Monthly,churned
SUB001926,C001926,2022-07-26,,426.87,Annual,Quarterly,at_risk
SUB001927,C001927,2023-07-09,,181.46,Monthly,Monthly,active
SUB001928,C001928,2022-07-19,,340.07,Monthly,Monthly,active
SUB001929,C001929,2022-10-19,,238.79,Monthly,Monthly,active
SUB001930,C001930,2025-12-19,,80.06,Monthly,Monthly,active
SUB001931,C001931,2022-05-23,,318.96,Monthly,Monthly,active
SUB001932,C001932,2024-01-05,2025-12-13,842.42,Annual,Annual,churned
SUB001933,C001933,2025-07-05,,159.42,Annual,Annual,active
SUB001934,C001934,2025-12-26,,222.76,Monthly,Monthly,at_risk
SUB001935,C001935,2022-08-25,,811.24,Annual,Quarterly,active
SUB001936,C001936,2022-09-10,2025-11-11,70.15,Monthly,Monthly,churned
SUB001937,C001937,2023-07-23,2025-12-28,35.11,Monthly,Monthly,churned
SUB001938,C001938,2024-05-01,,241.92,Annual,Annual,active
SUB001939,C001939,2025-12-31,,250.71,Monthly,Monthly,active
SUB001940,C001940,2022-11-17,,310.78,Annual,Annual,active
SUB001941,C001941,2022-09-11,2026-02-13,102.22,Monthly,Monthly,churned
SUB001942,C001942,2023-01-23,,564.42,Monthly,Monthly,active
SUB001943,C001943,2025-08-22,2026-01-17,125.19,Annual,Quarterly,churned
SUB001944,C001944,2022-02-24,,434.49,Monthly,Monthly,active
SUB001945,C001945,2023-08-12,,1214.96,Annual,Annual,active
SUB001946,C001946,2022-07-05,,643.71,Monthly,Monthly,active
SUB001947,C001947,2022-08-31,2025-03-31,37.04,Monthly,Quarterly,churned
SUB001948,C001948,2025-10-27,,64.37,Monthly,Monthly,at_risk
SUB001949,C001949,2022-01-13,,521.79,Monthly,Monthly,active
SUB001950,C001950,2023-05-16,,113.93,Monthly,Monthly,active
SUB001951,C001951,2025-10-31,,896.22,Annual,Annual,at_risk
SUB001952,C001952,2024-07-19,,406.3,Monthly,Monthly,active
SUB001953,C001953,2022-04-29,2025-06-06,303.16,Monthly,Monthly,churned
SUB001954,C001954,2023-12-21,,658.15,Annual,Annual,active
SUB001955,C001955,2026-01-29,,470.65,Monthly,Monthly,active
SUB001956,C001956,2023-09-03,2026-02-06,66.1,Monthly,Monthly,churned
SUB001957,C001957,2024-03-21,,99.61,Monthly,Monthly,at_risk
SUB001958,C001958,2024-04-01,,2188.69,Annual,Annual,active
SUB001959,C001959,2024-10-09,,146.19,Monthly,Monthly,at_risk
SUB001960,C001960,2022-10-24,,96.55,Monthly,Quarterly,active
SUB001961,C001961,2025-07-14,,1701.12,Monthly,Monthly,active
SUB001962,C001962,2026-02-12,,330.76,Monthly,Monthly,at_risk
SUB001963,C001963,2022-08-14,,469.19,Annual,Quarterly,active
SUB001964,C001964,2025-06-04,,262.7,Monthly,Monthly,active
SUB001965,C001965,2025-05-30,2026-02-25,517.86,Annual,Annual,churned
SUB001966,C001966,2025-02-10,,97.91,Monthly,Monthly,active
SUB001967,C001967,2023-07-19,,304.02,Annual,Annual,active
SUB001968,C001968,2023-12-21,,629.33,Monthly,Monthly,at_risk
SUB001969,C001969,2025-07-05,,661.73,Annual,Annual,at_risk
SUB001970,C001970,2022-08-26,,30.21,Monthly,Monthly,active
SUB001971,C001971,2025-06-22,,160.57,Monthly,Monthly,active
SUB001972,C001972,2025-11-14,,58.4,Monthly,Monthly,active
SUB001973,C001973,2024-11-16,,1725.45,Monthly,Monthly,active
SUB001974,C001974,2023-06-13,,382.46,Annual,Annual,active
SUB001975,C001975,2024-05-03,,231.19,Monthly,Monthly,active
SUB001976,C001976,2022-04-01,,871.51,Annual,Annual,active
SUB001977,C001977,2025-12-01,2026-01-30,72.92,Annual,Annual,churned
SUB001978,C001978,2023-06-17,2026-01-24,60.56,Monthly,Quarterly,churned
SUB001979,C001979,2022-04-10,,592.0,Annual,Annual,active
SUB001980,C001980,2025-05-04,,256.72,Annual,Annual,active
SUB001981,C001981,2024-10-07,,1089.85,Annual,Annual,active
SUB001982,C001982,2024-08-14,,348.48,Annual,Quarterly,active
SUB001983,C001983,2022-04-02,,226.35,Annual,Annual,active
SUB001984,C001984,2025-02-24,2026-01-11,71.35,Monthly,Monthly,churned
SUB001985,C001985,2024-08-31,,50.81,Monthly,Quarterly,at_risk
SUB001986,C001986,2025-05-04,,439.69,Annual,Annual,active
SUB001987,C001987,2025-06-20,2025-12-30,291.51,Annual,Quarterly,churned
SUB001988,C001988,2022-11-28,,319.06,Annual,Annual,active
SUB001989,C001989,2022-11-28,2026-02-21,872.25,Annual,Annual,churned
SUB001990,C001990,2025-11-06,2026-02-22,81.57,Monthly,Quarterly,churned
SUB001991,C001991,2024-03-31,2026-01-28,31.17,Annual,Annual,churned
SUB001992,C001992,2023-11-05,2026-01-17,45.07,Monthly,Monthly,churned
SUB001993,C001993,2023-03-27,,1750.28,Annual,Annual,active
SUB001994,C001994,2024-08-30,,41.49,Monthly,Monthly,at_risk
SUB001995,C001995,2025-02-23,2026-02-22,38.22,Monthly,Monthly,churned
SUB001996,C001996,2022-01-18,,399.08,Annual,Annual,active
SUB001997,C001997,2024-04-30,,247.51,Monthly,Monthly,at_risk
SUB001998,C001998,2026-02-27,,755.53,Annual,Annual,active
SUB001999,C001999,2023-03-09,2025-09-23,39.5,Monthly,Monthly,churned
SUB002000,C002000,2023-03-11,2025-11-19,192.36,Monthly,Monthly,churned
SUB002001,C002001,2025-09-04,,159.59,Monthly,Monthly,at_risk
SUB002002,C002002,2022-04-07,,34.94,Monthly,Monthly,active
SUB002003,C002003,2023-09-05,2025-10-05,142.07,Annual,Quarterly,churned
SUB002004,C002004,2023-12-05,2025-11-09,31.14,Monthly,Monthly,churned
SUB002005,C002005,2025-05-01,2026-02-02,749.73,Monthly,Monthly,churned
SUB002006,C002006,2022-07-21,,882.95,Monthly,Monthly,active
SUB002007,C002007,2023-11-02,2025-10-22,45.72,Monthly,Monthly,churned
SUB002008,C002008,2022-08-30,,123.41,Monthly,Monthly,active
SUB002009,C002009,2025-04-19,,716.34,Annual,Quarterly,active
SUB002010,C002010,2024-08-28,,766.63,Monthly,Monthly,active
SUB002011,C002011,2024-01-29,,288.06,Annual,Annual,active
SUB002012,C002012,2023-08-28,2025-10-14,150.8,Monthly,Monthly,churned
SUB002013,C002013,2022-08-29,,53.56,Monthly,Quarterly,active
SUB002014,C002014,2025-11-05,,38.88,Monthly,Monthly,active
SUB002015,C002015,2024-09-13,2025-09-23,186.71,Monthly,Monthly,churned
SUB002016,C002016,2023-05-08,,342.84,Monthly,Monthly,active
SUB002017,C002017,2023-10-06,,366.62,Annual,Annual,active
SUB002018,C002018,2025-01-14,,440.83,Annual,Annual,active
SUB002019,C002019,2025-01-11,,246.12,Annual,Annual,active
SUB002020,C002020,2023-12-14,,193.93,Annual,Annual,at_risk
SUB002021,C002021,2023-04-17,,2319.9,Monthly,Quarterly,active
SUB002022,C002022,2024-10-13,,931.74,Monthly,Monthly,active
SUB002023,C002023,2024-10-03,,1127.63,Annual,Annual,active
SUB002024,C002024,2024-07-11,,4141.19,Annual,Annual,active
SUB002025,C002025,2022-04-23,2025-01-18,130.66,Monthly,Quarterly,churned
SUB002026,C002026,2023-12-24,,407.81,Monthly,Monthly,active
SUB002027,C002027,2024-07-30,,681.99,Monthly,Monthly,active
SUB002028,C002028,2025-12-15,,41.14,Monthly,Monthly,at_risk
SUB002029,C002029,2024-03-20,,155.53,Monthly,Monthly,active
SUB002030,C002030,2023-06-18,,614.16,Annual,Annual,active
SUB002031,C002031,2024-04-25,2025-09-29,55.78,Monthly,Monthly,churned
SUB002032,C002032,2022-10-11,,190.13,Monthly,Monthly,active
SUB002033,C002033,2022-05-19,,1234.43,Annual,Annual,active
SUB002034,C002034,2024-10-28,2025-10-12,101.25,Monthly,Monthly,churned
SUB002035,C002035,2026-02-18,,134.88,Monthly,Monthly,active
SUB002036,C002036,2025-07-19,2026-01-09,212.26,Annual,Annual,churned
SUB002037,C002037,2024-06-20,2026-01-19,396.39,Annual,Annual,churned
SUB002038,C002038,2022-03-09,,46.77,Monthly,Monthly,active
SUB002039,C002039,2026-02-18,,27.76,Annual,Annual,at_risk
SUB002040,C002040,2023-11-17,,165.94,Monthly,Monthly,active
SUB002041,C002041,2023-03-27,,288.36,Monthly,Monthly,active
SUB002042,C002042,2025-10-02,,231.04,Monthly,Monthly,active
SUB002043,C002043,2025-02-16,,119.29,Monthly,Monthly,active
SUB002044,C002044,2025-02-26,2026-02-16,406.28,Annual,Annual,churned
SUB002045,C002045,2023-03-04,,380.23,Annual,Annual,at_risk
SUB002046,C002046,2026-03-01,,404.42,Monthly,Quarterly,active
SUB002047,C002047,2023-11-28,,45.11,Annual,Annual,active
SUB002048,C002048,2024-03-20,,202.23,Monthly,Monthly,active
SUB002049,C002049,2025-02-20,2026-02-12,24.63,Monthly,Monthly,churned
SUB002050,C002050,2024-10-07,2026-01-10,263.88,Monthly,Monthly,churned
SUB002051,C002051,2022-09-20,,698.32,Annual,Annual,active
SUB002052,C002052,2023-04-18,,197.35,Monthly,Monthly,active
SUB002053,C002053,2023-07-07,,41.44,Monthly,Monthly,at_risk
SUB002054,C002054,2025-12-21,,48.94,Monthly,Monthly,active
SUB002055,C002055,2025-01-04,,269.51,Annual,Annual,active
SUB002056,C002056,2023-07-17,2025-10-04,91.21,Monthly,Monthly,churned
SUB002057,C002057,2025-01-30,,243.76,Monthly,Monthly,active
SUB002058,C002058,2025-02-03,,1733.04,Annual,Annual,at_risk
SUB002059,C002059,2023-09-03,,277.53,Annual,Annual,active
SUB002060,C002060,2023-09-05,,290.87,Annual,Quarterly,active
SUB002061,C002061,2025-09-26,,48.88,Monthly,Monthly,active
SUB002062,C002062,2024-05-12,,123.93,Monthly,Monthly,at_risk
SUB002063,C002063,2022-08-17,,514.24,Annual,Annual,active
SUB002064,C002064,2025-01-11,,69.09,Monthly,Monthly,at_risk
SUB002065,C002065,2024-06-24,,379.14,Annual,Quarterly,active
SUB002066,C002066,2024-02-13,,103.59,Monthly,Monthly,active
SUB002067,C002067,2025-01-07,,204.09,Annual,Annual,active
SUB002068,C002068,2025-10-12,2026-02-23,284.95,Monthly,Monthly,churned
SUB002069,C002069,2023-05-27,,495.61,Annual,Annual,active
SUB002070,C002070,2023-10-07,,451.0,Annual,Annual,active
SUB002071,C002071,2022-10-23,2025-11-25,590.62,Annual,Annual,churned
SUB002072,C002072,2024-09-18,,843.11,Monthly,Quarterly,active
SUB002073,C002073,2023-09-12,2026-02-02,705.04,Annual,Annual,churned
SUB002074,C002074,2023-06-10,2025-08-25,58.53,Monthly,Monthly,churned
SUB002075,C002075,2024-11-24,2026-01-12,76.12,Monthly,Monthly,churned
SUB002076,C002076,2023-09-13,2025-12-10,221.26,Monthly,Monthly,churned
SUB002077,C002077,2023-12-17,2025-12-30,28.79,Monthly,Monthly,churned
SUB002078,C002078,2023-11-11,,55.87,Monthly,Monthly,active
SUB002079,C002079,2023-01-31,,1313.64,Annual,Quarterly,active
SUB002080,C002080,2022-07-14,,90.75,Monthly,Monthly,active
SUB002081,C002081,2025-06-17,2026-02-18,65.04,Monthly,Monthly,churned
SUB002082,C002082,2022-05-29,,1136.88,Annual,Quarterly,active
SUB002083,C002083,2023-05-17,2025-12-18,47.78,Monthly,Quarterly,churned
SUB002084,C002084,2024-10-19,2026-01-15,77.63,Annual,Quarterly,churned
SUB002085,C002085,2022-07-19,2025-06-27,158.76,Monthly,Monthly,churned
SUB002086,C002086,2024-09-29,2026-02-09,81.09,Monthly,Monthly,churned
SUB002087,C002087,2025-01-30,,123.62,Monthly,Monthly,active
SUB002088,C002088,2024-10-12,,175.91,Annual,Annual,active
SUB002089,C002089,2023-04-21,,193.93,Monthly,Monthly,active
SUB002090,C002090,2022-02-10,,283.92,Annual,Annual,active
SUB002091,C002091,2025-09-23,,765.96,Monthly,Quarterly,active
SUB002092,C002092,2023-05-20,,52.84,Monthly,Monthly,active
SUB002093,C002093,2025-05-16,,113.6,Monthly,Monthly,active
SUB002094,C002094,2022-11-05,,155.58,Monthly,Monthly,active
SUB002095,C002095,2022-09-07,,300.31,Monthly,Monthly,active
SUB002096,C002096,2025-04-03,,36.42,Monthly,Monthly,at_risk
SUB002097,C002097,2025-12-01,2026-02-14,39.68,Annual,Annual,churned
SUB002098,C002098,2025-08-07,,459.3,Monthly,Quarterly,active
SUB002099,C002099,2025-02-17,,1048.72,Monthly,Monthly,active
SUB002100,C002100,2023-01-17,,302.63,Monthly,Quarterly,active
SUB002101,C002101,2025-11-03,2026-02-27,56.04,Monthly,Monthly,churned
SUB002102,C002102,2024-10-18,,183.54,Monthly,Monthly,active
SUB002103,C002103,2022-09-30,2025-12-12,132.65,Monthly,Monthly,churned
SUB002104,C002104,2022-07-22,2025-10-28,101.96,Annual,Annual,churned
SUB002105,C002105,2025-08-30,2026-01-11,1445.15,Annual,Quarterly,churned
SUB002106,C002106,2023-02-26,,319.0,Annual,Annual,at_risk
SUB002107,C002107,2025-03-22,,102.04,Monthly,Monthly,active
SUB002108,C002108,2022-08-09,,420.64,Annual,Annual,active
SUB002109,C002109,2023-03-16,,90.77,Annual,Annual,at_risk
SUB002110,C002110,2023-03-08,2025-11-26,37.97,Monthly,Monthly,churned
SUB002111,C002111,2023-03-17,,71.91,Monthly,Monthly,active
SUB002112,C002112,2024-11-04,,57.39,Annual,Annual,at_risk
SUB002113,C002113,2025-10-25,,4190.21,Monthly,Monthly,active
SUB002114,C002114,2025-10-24,,187.03,Monthly,Quarterly,active
SUB002115,C002115,2025-02-09,,343.08,Monthly,Monthly,active
SUB002116,C002116,2022-11-04,,626.72,Annual,Annual,active
SUB002117,C002117,2026-01-07,,635.64,Monthly,Monthly,active
SUB002118,C002118,2024-04-12,2026-01-17,389.35,Annual,Annual,churned
SUB002119,C002119,2024-04-12,,738.06,Monthly,Monthly,active
SUB002120,C002120,2024-12-07,,576.15,Monthly,Quarterly,at_risk
SUB002121,C002121,2025-03-23,,164.12,Monthly,Monthly,active
SUB002122,C002122,2026-01-01,,27.8,Monthly,Monthly,active
SUB002123,C002123,2024-06-04,2026-01-26,511.9,Annual,Annual,churned
SUB002124,C002124,2024-07-30,,41.29,Annual,Annual,at_risk
SUB002125,C002125,2025-02-19,,87.26,Monthly,Monthly,active
SUB002126,C002126,2023-02-04,,138.98,Monthly,Monthly,active
SUB002127,C002127,2023-04-13,,97.97,Monthly,Monthly,at_risk
SUB002128,C002128,2024-08-16,,2720.75,Annual,Quarterly,at_risk
SUB002129,C002129,2022-04-13,,684.62,Monthly,Monthly,at_risk
SUB002130,C002130,2023-05-16,2025-11-15,178.19,Monthly,Monthly,churned
SUB002131,C002131,2025-01-07,,590.79,Annual,Annual,at_risk
SUB002132,C002132,2026-02-01,,479.46,Annual,Annual,active
SUB002133,C002133,2024-02-29,,289.2,Annual,Quarterly,active
SUB002134,C002134,2023-09-13,,36.59,Monthly,Monthly,at_risk
SUB002135,C002135,2023-11-08,,125.5,Annual,Annual,active
SUB002136,C002136,2024-11-09,2026-02-25,280.26,Monthly,Monthly,churned
SUB002137,C002137,2024-04-20,,723.02,Annual,Quarterly,active
SUB002138,C002138,2022-02-18,,292.27,Annual,Annual,active
SUB002139,C002139,2024-04-06,,470.43,Annual,Annual,active
SUB002140,C002140,2023-09-10,,45.89,Monthly,Monthly,active
SUB002141,C002141,2024-12-10,,150.38,Monthly,Monthly,at_risk
SUB002142,C002142,2025-08-27,,129.12,Monthly,Monthly,active
SUB002143,C002143,2026-01-13,,280.75,Monthly,Monthly,active
SUB002144,C002144,2024-07-30,,456.36,Annual,Quarterly,active
SUB002145,C002145,2023-07-20,,1576.74,Monthly,Monthly,active
SUB002146,C002146,2023-11-16,,175.02,Annual,Annual,active
SUB002147,C002147,2022-10-01,,106.07,Annual,Annual,active
SUB002148,C002148,2025-12-06,,57.75,Monthly,Quarterly,active
SUB002149,C002149,2025-07-24,,88.71,Monthly,Monthly,active
SUB002150,C002150,2025-07-22,,288.37,Monthly,Monthly,at_risk
SUB002151,C002151,2023-05-19,2026-02-07,32.81,Annual,Annual,churned
SUB002152,C002152,2023-05-13,,87.16,Monthly,Monthly,active
