customer_id,signup_date,segment,region,acquisition_channel,plan_type
C001743,2023-11-24,Enterprise,APAC,Outbound,Pro
C001744,2022-02-05,Mid-Market,Europe,Partner,Growth
C001745,2022-11-16,Startup,LATAM,Outbound,Basic
C001746,2026-01-28,Mid-Market,LATAM,Outbound,Growth
C001747,2026-02-10,Mid-Market,LATAM,Referral,Growth
C001748,2023-07-28,Mid-Market,Europe,Paid Search,Growth
C001749,2025-05-08,SMB,APAC,Paid Search,Basic
C001750,2024-12-29,Enterprise,LATAM,Outbound,Pro
C001751,2025-11-16,SMB,LATAM,Partner,Growth
C001752,2025-09-11,Mid-Market,APAC,Organic,Pro
C001753,2024-08-13,Startup,Europe,Organic,Growth
C001754,2023-08-23,Mid-Market,Europe,Paid Search,Growth
C001755,2024-08-10,Mid-Market,APAC,Outbound,Basic
C001756,2023-05-01,Mid-Market,Europe,Affiliate,Pro
C001757,2023-06-14,SMB,LATAM,Paid Search,Pro
C001758,2024-07-14,Mid-Market,North America,Organic,Enterprise
C001759,2024-05-18,Mid-Market,North America,Organic,Enterprise
C001760,2024-06-02,SMB,Europe,Affiliate,Growth
C001761,2023-08-08,Enterprise,North America,Partner,Enterprise
C001762,2023-09-14,Mid-Market,APAC,Outbound,Growth
C001763,2022-01-16,Enterprise,North America,Organic,Enterprise
C001764,2024-07-03,Enterprise,LATAM,Partner,Enterprise
C001765,2024-05-25,Enterprise,North America,Outbound,Enterprise
C001766,2025-11-22,Mid-Market,APAC,Organic,Growth
C001767,2024-02-06,Mid-Market,North America,Organic,Growth
C001768,2023-12-12,SMB,North America,Paid Search,Basic
C001769,2022-04-13,SMB,North America,Paid Search,Growth
C001770,2022-10-27,Mid-Market,Europe,Outbound,Pro
C001771,2023-05-29,SMB,APAC,Outbound,Growth
C001772,2023-07-28,Enterprise,APAC,Outbound,Pro
C001773,2023-07-06,Startup,North America,Organic,Growth
C001774,2023-08-23,SMB,Europe,Paid Search,Growth
C001775,2025-03-14,SMB,North America,Outbound,Growth
C001776,2022-07-19,SMB,Europe,Paid Search,Growth
C001777,2023-05-21,Startup,Europe,Outbound,Basic
C001778,2022-09-05,Startup,North America,Paid Search,Growth
C001779,2023-04-13,Mid-Market,Europe,Organic,Pro
C001780,2024-11-06,SMB,APAC,Paid Search,Growth
C001781,2022-03-13,Startup,North America,Paid Search,Basic
C001782,2023-06-01,Startup,North America,Organic,Growth
C001783,2022-02-06,SMB,North America,Partner,Basic
C001784,2025-12-22,SMB,North America,Affiliate,Growth
C001785,2025-01-10,Mid-Market,North America,Organic,Pro
C001786,2023-01-06,Mid-Market,Europe,Referral,Pro
C001787,2022-10-29,SMB,North America,Paid Search,Pro
C001788,2022-05-31,Mid-Market,LATAM,Outbound,Growth
C001789,2023-12-20,Startup,APAC,Paid Search,Growth
C001790,2025-02-19,SMB,APAC,Outbound,Basic
C001791,2024-06-06,Enterprise,Europe,Outbound,Pro
C001792,2025-09-01,SMB,North America,Paid Search,Pro
C001793,2023-06-07,Enterprise,North America,Organic,Enterprise
C001794,2023-02-27,SMB,North America,Affiliate,Pro
C001795,2023-12-28,SMB,APAC,Referral,Pro
C001796,2022-11-04,SMB,APAC,Affiliate,Basic
C001797,2026-01-22,SMB,North America,Paid Search,Enterprise
C001798,2022-10-10,Enterprise,North America,Partner,Enterprise
C001799,2023-12-29,Startup,Europe,Paid Search,Basic
C001800,2024-03-04,Enterprise,North America,Partner,Growth
C001801,2022-03-28,Enterprise,APAC,Outbound,Pro
C001802,2023-12-13,Mid-Market,North America,Organic,Pro
C001803,2023-11-23,SMB,North America,Outbound,Pro
C001804,2023-01-30,SMB,Europe,Organic,Pro
C001805,2022-07-14,SMB,North America,Affiliate,Growth
C001806,2022-03-10,Mid-Market,North America,Outbound,Basic
C001807,2022-01-14,SMB,LATAM,Partner,Growth
C001808,2024-01-02,Enterprise,North America,Organic,Pro
C001809,2022-05-17,Mid-Market,Europe,Outbound,Basic
C001810,2025-12-29,SMB,Europe,Affiliate,Basic
C001811,2023-01-08,Mid-Market,North America,Referral,Growth
C001812,2024-09-18,SMB,North America,Paid Search,Basic
C001813,2024-10-20,Enterprise,North America,Outbound,Enterprise
C001814,2024-01-24,SMB,North America,Organic,Growth
C001815,2025-09-05,Enterprise,North America,Paid Search,Pro
C001816,2022-06-18,Mid-Market,LATAM,Partner,Pro
C001817,2022-12-22,Enterprise,LATAM,Organic,Enterprise
C001818,2023-01-19,SMB,APAC,Affiliate,Growth
C001819,2022-07-25,Mid-Market,Europe,Referral,Pro
C001820,2023-03-25,SMB,LATAM,Outbound,Growth
C001821,2023-04-21,Mid-Market,Europe,Paid Search,Pro
C001822,2025-03-08,Startup,North America,Paid Search,Growth
C001823,2023-04-04,SMB,North America,Partner,Growth
C001824,2025-08-25,SMB,Europe,Partner,Growth
C001825,2025-03-20,SMB,LATAM,Affiliate,Growth
C001826,2025-10-02,SMB,Europe,Paid Search,Growth
C001827,2022-06-09,Mid-Market,North America,Outbound,Growth
C001828,2026-02-05,SMB,APAC,Partner,Basic
C001829,2024-07-22,Mid-Market,North America,Referral,Growth
C001830,2026-02-02,Startup,APAC,Organic,Growth
C001831,2023-06-24,Mid-Market,LATAM,Outbound,Growth
C001832,2025-12-19,Mid-Market,LATAM,Partner,Basic
C001833,2024-06-13,SMB,LATAM,Paid Search,Basic
C001834,2022-04-20,Mid-Market,North America,Partner,Growth
C001835,2023-09-16,Enterprise,Europe,Partner,Enterprise
C001836,2022-07-29,Mid-Market,LATAM,Paid Search,Growth
C001837,2025-12-01,SMB,LATAM,Paid Search,Basic
C001838,2023-04-08,SMB,North America,Outbound,Basic
C001839,2022-12-04,Mid-Market,North America,Organic,Growth
C001840,2024-04-20,SMB,North America,Paid Search,Basic
C001841,2023-10-09,Mid-Market,Europe,Organic,Growth
C001842,2022-05-28,SMB,Europe,Affiliate,Growth
C001843,2025-05-26,Mid-Market,LATAM,Paid Search,Enterprise
C001844,2025-07-09,Startup,LATAM,Paid Search,Growth
C001845,2025-02-03,Startup,Europe,Affiliate,Basic
C001846,2024-07-26,Enterprise,North America,Partner,Pro
C001847,2023-09-04,Enterprise,Europe,Referral,Enterprise
C001848,2024-04-04,Enterprise,North America,Partner,Pro
C001849,2024-03-02,Enterprise,North America,Organic,Enterprise
C001850,2022-09-09,SMB,North America,Outbound,Growth
C001851,2022-05-05,SMB,North America,Affiliate,Basic
C001852,2023-01-20,Startup,North America,Affiliate,Basic
C001853,2023-11-22,SMB,Europe,Outbound,Pro
C001854,2022-09-01,SMB,North America,Affiliate,Enterprise
C001855,2022-06-12,Enterprise,North America,Partner,Enterprise
C001856,2025-07-18,Startup,North America,Organic,Basic
C001857,2023-07-24,Startup,Europe,Paid Search,Growth
C001858,2024-06-07,SMB,Europe,Outbound,Basic
C001859,2024-03-07,SMB,North America,Outbound,Growth
C001860,2025-01-22,SMB,North America,Affiliate,Growth
C001861,2025-01-29,Mid-Market,APAC,Organic,Enterprise
C001862,2023-03-26,SMB,Europe,Organic,Growth
C001863,2025-07-12,Mid-Market,Europe,Outbound,Growth
C001864,2023-07-19,Enterprise,Europe,Organic,Pro
C001865,2025-06-23,Mid-Market,LATAM,Paid Search,Growth
C001866,2023-09-08,Mid-Market,APAC,Partner,Basic
C001867,2022-06-18,SMB,North America,Referral,Pro
C001868,2025-03-01,Startup,Europe,Paid Search,Basic
C001869,2022-02-15,SMB,North America,Outbound,Growth
C001870,2025-03-19,Enterprise,Europe,Outbound,Pro
C001871,2022-03-07,Mid-Market,Europe,Partner,Growth
C001872,2022-11-11,SMB,North America,Paid Search,Basic
C001873,2024-07-06,SMB,APAC,Outbound,Growth
C001874,2025-12-02,Mid-Market,APAC,Paid Search,Pro
C001875,2023-09-13,Mid-Market,North America,Partner,Pro
C001876,2022-07-03,Mid-Market,APAC,Paid Search,Enterprise
C001877,2022-12-21,Enterprise,North America,Referral,Pro
C001878,2025-09-24,Mid-Market,Europe,Organic,Pro
C001879,2025-01-09,Mid-Market,LATAM,Outbound,Enterprise
C001880,2022-06-02,SMB,North America,Paid Search,Basic
C001881,2023-08-09,Startup,Europe,Organic,Pro
C001882,2023-02-07,Enterprise,Europe,Referral,Enterprise
C001883,2022-09-28,Mid-Market,North America,Outbound,Pro
C001884,2025-07-10,SMB,Europe,Paid Search,Growth
C001885,2024-07-27,Mid-Market,North America,Paid Search,Pro
C001886,2022-09-30,Startup,Europe,Organic,Basic
C001887,2024-09-16,Mid-Market,North America,Outbound,Pro
C001888,2023-09-21,SMB,North America,Outbound,Enterprise
C001889,2022-04-04,Mid-Market,LATAM,Paid Search,Growth
C001890,2023-11-15,SMB,North America,Referral,Pro
C001891,2022-10-09,SMB,Europe,Paid Search,Growth
C001892,2023-01-08,Startup,LATAM,Affiliate,Basic
C001893,2025-08-29,Mid-Market,LATAM,Outbound,Pro
C001894,2024-12-15,SMB,North America,Outbound,Pro
C001895,2022-07-23,Startup,LATAM,Paid Search,Growth
C001896,2025-07-18,Mid-Market,LATAM,Referral,Pro
C001897,2024-05-22,SMB,North America,Paid Search,Growth
C001898,2025-08-22,SMB,LATAM,Affiliate,Pro
C001899,2025-02-09,SMB,LATAM,Referral,Growth
C001900,2023-05-31,Enterprise,Europe,Referral,Enterprise
C001901,2024-03-23,SMB,Europe,Affiliate,Basic
C001902,2024-03-17,SMB,LATAM,Paid Search,Growth
C001903,2024-12-30,SMB,APAC,Affiliate,Pro
C001904,2023-01-13,SMB,Europe,Organic,Basic
C001905,2023-05-22,SMB,LATAM,Referral,Growth
C001906,2023-01-08,Startup,LATAM,Referral,Growth
C001907,2023-03-27,Startup,LATAM,Paid Search,Growth
C001908,2022-09-03,SMB,APAC,Affiliate,Pro
C001909,2022-02-25,Enterprise,North America,Partner,Enterprise
C001910,2025-11-29,Startup,North America,Paid Search,Pro
C001911,2022-04-23,SMB,Europe,Organic,Growth
C001912,2025-09-11,Enterprise,Europe,Outbound,Enterprise
C001913,2022-01-05,Enterprise,Europe,Outbound,Enterprise
C001914,2025-03-27,Mid-Market,LATAM,Outbound,Pro
C001915,2023-05-15,SMB,APAC,Referral,Basic
C001916,2024-02-26,SMB,Europe,Paid Search,Growth
C001917,2023-03-05,SMB,LATAM,Referral,Growth
C001918,2024-01-16,Startup,North America,Organic,Growth
C001919,2023-11-18,SMB,Europe,Organic,Growth
C001920,2024-03-16,Mid-Market,North America,Organic,Pro
C001921,2023-08-21,SMB,Europe,Organic,Pro
C001922,2024-03-26,Mid-Market,Europe,Outbound,Growth
C001923,2025-06-08,SMB,LATAM,Referral,Growth
C001924,2023-10-23,SMB,Europe,Affiliate,Growth
C001925,2023-07-04,Mid-Market,North America,Outbound,Growth
C001926,2022-07-20,Enterprise,North America,Partner,Pro
C001927,2023-07-01,SMB,North America,Paid Search,Growth
C001928,2022-07-11,Mid-Market,APAC,Affiliate,Pro
C001929,2022-10-05,SMB,APAC,Organic,Growth
C001930,2025-12-18,Startup,North America,Paid Search,Basic
C001931,2022-05-16,Mid-Market,North America,Partner,Growth
C001932,2024-01-03,SMB,Europe,Affiliate,Pro
C001933,2025-06-22,SMB,Europe,Affiliate,Growth
C001934,2025-12-19,SMB,North America,Affiliate,Basic
C001935,2022-08-12,SMB,North America,Paid Search,Pro
C001936,2022-09-06,Startup,Europe,Paid Search,Basic
C001937,2023-07-21,SMB,North America,Affiliate,Basic
C001938,2024-04-22,Enterprise,North America,Outbound,Pro
C001939,2025-12-29,Mid-Market,North America,Partner,Pro
C001940,2022-11-12,SMB,Europe,Outbound,Pro
C001941,2022-09-07,Startup,Europe,Affiliate,Basic
C001942,2023-01-20,Mid-Market,North America,Partner,Pro
C001943,2025-08-21,Startup,Europe,Organic,Growth
C001944,2022-02-15,SMB,Europe,Referral,Pro
C001945,2023-08-01,Mid-Market,LATAM,Outbound,Enterprise
C001946,2022-06-30,SMB,APAC,Organic,Pro
C001947,2022-08-27,SMB,North America,Paid Search,Basic
C001948,2025-10-25,Startup,APAC,Paid Search,Basic
C001949,2022-01-03,Startup,LATAM,Affiliate,Pro
C001950,2023-05-04,SMB,Europe,Affiliate,Growth
C001951,2025-10-23,Enterprise,North America,Outbound,Pro
C001952,2024-07-13,SMB,North America,Partner,Pro
C001953,2022-04-20,Mid-Market,North America,Organic,Pro
C001954,2023-12-08,Mid-Market,APAC,Paid Search,Pro
C001955,2026-01-15,Startup,Europe,Referral,Pro
C001956,2023-09-01,Startup,Europe,Paid Search,Basic
C001957,2024-03-14,SMB,Europe,Outbound,Growth
C001958,2024-03-19,Mid-Market,North America,Paid Search,Enterprise
C001959,2024-09-30,SMB,North America,Paid Search,Basic
C001960,2022-10-12,Mid-Market,Europe,Paid Search,Growth
C001961,2025-06-30,Enterprise,Europe,Outbound,Enterprise
C001962,2026-02-11,Mid-Market,LATAM,Partner,Pro
C001963,2022-08-05,Enterprise,Europe,Partner,Growth
C001964,2025-05-28,Mid-Market,Europe,Organic,Growth
C001965,2025-05-26,Enterprise,LATAM,Paid Search,Pro
C001966,2025-02-01,Mid-Market,North America,Referral,Growth
C001967,2023-07-18,Mid-Market,Europe,Partner,Pro
C001968,2023-12-14,Mid-Market,LATAM,Affiliate,Pro
C001969,2025-06-29,Enterprise,North America,Organic,Enterprise
C001970,2022-08-21,SMB,North America,Paid Search,Basic
C001971,2025-06-13,Mid-Market,North America,Organic,Growth
C001972,2025-10-31,SMB,North America,Referral,Basic
C001973,2024-11-02,Enterprise,Europe,Organic,Enterprise
C001974,2023-06-03,SMB,North America,Organic,Pro
C001975,2024-04-29,Mid-Market,Europe,Outbound,Growth
C001976,2022-03-18,Mid-Market,North America,Outbound,Enterprise
C001977,2025-11-17,Enterprise,North America,Outbound,Basic
C001978,2023-06-05,SMB,North America,Paid Search,Basic
C001979,2022-03-28,Mid-Market,North America,Outbound,Pro
C001980,2025-04-22,Mid-Market,APAC,Outbound,Growth
C001981,2024-09-26,Enterprise,North America,Partner,Enterprise
C001982,2024-08-04,Enterprise,North America,Organic,Pro
C001983,2022-03-24,Mid-Market,North America,Paid Search,Pro
C001984,2025-02-15,Mid-Market,North America,Outbound,Growth
C001985,2024-08-26,SMB,Europe,Referral,Basic
C001986,2025-04-21,Enterprise,LATAM,Partner,Pro
C001987,2025-06-11,SMB,North America,Partner,Pro
C001988,2022-11-19,Mid-Market,Europe,Partner,Pro
C001989,2022-11-17,Mid-Market,Europe,Affiliate,Pro
C001990,2025-11-05,SMB,LATAM,Partner,Basic
C001991,2024-03-18,SMB,Europe,Outbound,Basic
C001992,2023-10-28,SMB,North America,Affiliate,Basic
C001993,2023-03-13,Enterprise,LATAM,Organic,Enterprise
C001994,2024-08-29,SMB,LATAM,Affiliate,Basic
C001995,2025-02-20,Startup,Europe,Affiliate,Basic
C001996,2022-01-04,Mid-Market,APAC,Partner,Pro
C001997,2024-04-20,SMB,APAC,Paid Search,Growth
C001998,2026-02-18,Enterprise,North America,Outbound,Pro
C001999,2023-03-03,SMB,LATAM,Partner,Basic
C002000,2023-03-03,SMB,Europe,Organic,Growth
C002001,2025-08-27,Startup,Europe,Partner,Growth
C002002,2022-04-05,SMB,Europe,Referral,Basic
C002003,2023-08-28,SMB,LATAM,Paid Search,Growth
C002004,2023-11-28,Mid-Market,Europe,Organic,Basic
C002005,2025-04-27,SMB,Europe,Paid Search,Pro
C002006,2022-07-16,SMB,North America,Paid Search,Pro
C002007,2023-10-22,SMB,Europe,Affiliate,Basic
C002008,2022-08-20,SMB,APAC,Paid Search,Growth
C002009,2025-04-12,Enterprise,LATAM,Outbound,Pro
C002010,2024-08-19,SMB,North America,Outbound,Pro
C002011,2024-01-26,Enterprise,APAC,Organic,Pro
C002012,2023-08-21,SMB,LATAM,Paid Search,Growth
C002013,2022-08-21,Startup,Europe,Referral,Basic
C002014,2025-11-02,SMB,North America,Affiliate,Basic
C002015,2024-09-11,Startup,Europe,Paid Search,Growth
C002016,2023-05-01,Mid-Market,North America,Referral,Pro
C002017,2023-09-22,SMB,North America,Referral,Pro
C002018,2025-01-08,SMB,Europe,Partner,Pro
C002019,2024-12-29,Mid-Market,APAC,Outbound,Pro
C002020,2023-12-02,Mid-Market,North America,Outbound,Pro
C002021,2023-04-06,Enterprise,APAC,Organic,Enterprise
C002022,2024-09-30,Enterprise,APAC,Partner,Enterprise
C002023,2024-09-27,Mid-Market,North America,Partner,Pro
C002024,2024-06-30,Mid-Market,North America,Paid Search,Enterprise
C002025,2022-04-21,Mid-Market,LATAM,Organic,Growth
C002026,2023-12-20,SMB,LATAM,Referral,Growth
C002027,2024-07-22,Mid-Market,Europe,Outbound,Pro
C002028,2025-12-15,Startup,Europe,Paid Search,Basic
C002029,2024-03-09,Mid-Market,Europe,Affiliate,Pro
C002030,2023-06-05,Enterprise,LATAM,Partner,Pro
C002031,2024-04-24,Startup,LATAM,Paid Search,Basic
C002032,2022-09-27,Mid-Market,North America,Paid Search,Growth
C002033,2022-05-18,Enterprise,North America,Referral,Enterprise
C002034,2024-10-27,SMB,North America,Referral,Growth
C002035,2026-02-07,SMB,APAC,Outbound,Growth
C002036,2025-07-09,Enterprise,APAC,Outbound,Growth
C002037,2024-06-06,Enterprise,LATAM,Outbound,Pro
C002038,2022-03-03,Startup,North America,Organic,Basic
C002039,2026-02-10,SMB,Europe,Organic,Basic
C002040,2023-11-15,Mid-Market,North America,Organic,Growth
C002041,2023-03-17,SMB,North America,Outbound,Pro
C002042,2025-09-18,SMB,North America,Affiliate,Growth
C002043,2025-02-08,Startup,LATAM,Paid Search,Growth
C002044,2025-02-13,Startup,North America,Outbound,Pro
C002045,2023-02-27,Mid-Market,Europe,Organic,Growth
C002046,2026-02-16,Mid-Market,APAC,Paid Search,Pro
C002047,2023-11-20,Mid-Market,Europe,Organic,Basic
C002048,2024-03-18,Mid-Market,North America,Referral,Growth
C002049,2025-02-15,SMB,APAC,Outbound,Basic
C002050,2024-09-30,SMB,Europe,Outbound,Growth
C002051,2022-09-19,Startup,Europe,Organic,Pro
C002052,2023-04-05,SMB,Europe,Referral,Growth
C002053,2023-07-04,SMB,APAC,Paid Search,Growth
C002054,2025-12-11,SMB,Europe,Organic,Basic
C002055,2024-12-22,Startup,Europe,Paid Search,Pro
C002056,2023-07-11,Startup,Europe,Paid Search,Basic
C002057,2025-01-21,Mid-Market,North America,Referral,Growth
C002058,2025-01-27,Mid-Market,LATAM,Referral,Enterprise
C002059,2023-08-23,Enterprise,North America,Referral,Pro
C002060,2023-09-05,Mid-Market,Europe,Outbound,Growth
C002061,2025-09-21,Mid-Market,North America,Partner,Basic
C002062,2024-05-03,Startup,North America,Paid Search,Basic
C002063,2022-08-16,Mid-Market,Europe,Referral,Pro
C002064,2024-12-30,Startup,Europe,Affiliate,Basic
C002065,2024-06-15,SMB,North America,Organic,Pro
C002066,2024-02-13,SMB,North America,Organic,Basic
C002067,2025-01-07,SMB,APAC,Affiliate,Growth
C002068,2025-10-10,SMB,APAC,Affiliate,Growth
C002069,2023-05-18,Mid-Market,Europe,Referral,Pro
C002070,2023-09-30,Enterprise,North America,Partner,Pro
C002071,2022-10-16,Mid-Market,North America,Outbound,Pro
C002072,2024-09-10,Mid-Market,North America,Organic,Pro
C002073,2023-09-05,SMB,Europe,Organic,Pro
C002074,2023-06-05,Startup,APAC,Paid Search,Basic
C002075,2024-11-24,Mid-Market,LATAM,Referral,Growth
C002076,2023-09-13,SMB,North America,Paid Search,Growth
C002077,2023-12-07,SMB,APAC,Paid Search,Basic
C002078,2023-10-31,SMB,Europe,Paid Search,Basic
C002079,2023-01-28,Enterprise,North America,Paid Search,Enterprise
C002080,2022-07-11,Mid-Market,Europe,Partner,Growth
C002081,2025-06-11,SMB,North America,Affiliate,Basic
C002082,2022-05-20,Mid-Market,APAC,Organic,Pro
C002083,2023-05-09,SMB,North America,Referral,Basic
C002084,2024-10-11,SMB,Europe,Paid Search,Basic
C002085,2022-07-19,SMB,North America,Referral,Basic
C002086,2024-09-23,SMB,APAC,Organic,Basic
C002087,2025-01-19,Mid-Market,Europe,Referral,Growth
C002088,2024-10-04,Startup,Europe,Affiliate,Growth
C002089,2023-04-09,Mid-Market,North America,Organic,Growth
C002090,2022-01-31,SMB,APAC,Affiliate,Growth
C002091,2025-09-10,Mid-Market,Europe,Outbound,Pro
C002092,2023-05-12,Mid-Market,North America,Paid Search,Growth
C002093,2025-05-08,Mid-Market,APAC,Organic,Growth
C002094,2022-10-28,Mid-Market,North America,Outbound,Growth
C002095,2022-09-04,Enterprise,North America,Referral,Pro
C002096,2025-03-28,SMB,Europe,Outbound,Growth
C002097,2025-11-29,Mid-Market,North America,Paid Search,Basic
C002098,2025-08-01,Mid-Market,Europe,Organic,Pro
C002099,2025-02-15,SMB,North America,Affiliate,Enterprise
C002100,2023-01-10,SMB,North America,Paid Search,Pro
C002101,2025-10-20,SMB,North America,Paid Search,Basic
C002102,2024-10-12,SMB,North America,Partner,Growth
C002103,2022-09-19,SMB,APAC,Paid Search,Growth
C002104,2022-07-16,SMB,Europe,Affiliate,Basic
C002105,2025-08-17,Mid-Market,Europe,Outbound,Enterprise
C002106,2023-02-23,SMB,North America,Referral,Pro
C002107,2025-03-10,Mid-Market,LATAM,Paid Search,Growth
C002108,2022-07-30,SMB,North America,Paid Search,Pro
C002109,2023-03-03,Mid-Market,North America,Paid Search,Basic
C002110,2023-03-07,Startup,Europe,Paid Search,Basic
C002111,2023-03-04,SMB,Europe,Partner,Basic
C002112,2024-10-22,Startup,LATAM,Affiliate,Basic
C002113,2025-10-21,Mid-Market,APAC,Referral,Enterprise
C002114,2025-10-15,SMB,LATAM,Organic,Growth
C002115,2025-02-01,Enterprise,North America,Partner,Pro
C002116,2022-11-04,SMB,North America,Referral,Pro
C002117,2025-12-31,Mid-Market,North America,Organic,Pro
C002118,2024-04-03,SMB,LATAM,Organic,Pro
C002119,2024-04-09,Mid-Market,APAC,Paid Search,Enterprise
C002120,2024-12-02,SMB,APAC,Outbound,Pro
C002121,2025-03-15,SMB,North America,Paid Search,Growth
C002122,2025-12-19,SMB,LATAM,Organic,Basic
C002123,2024-06-04,Startup,Europe,Affiliate,Pro
C002124,2024-07-16,Startup,LATAM,Referral,Basic
C002125,2025-02-07,Enterprise,Europe,Outbound,Growth
C002126,2023-01-23,SMB,North America,Paid Search,Growth
C002127,2023-04-13,Startup,North America,Referral,Basic
C002128,2024-08-08,Enterprise,APAC,Partner,Enterprise
C002129,2022-04-08,Startup,Europe,Partner,Pro
C002130,2023-05-03,SMB,North America,Affiliate,Growth
C002131,2024-12-27,Mid-Market,North America,Organic,Pro
C002132,2026-01-23,Enterprise,North America,Outbound,Pro
C002133,2024-02-29,Mid-Market,APAC,Affiliate,Pro
C002134,2023-08-31,SMB,North America,Outbound,Basic
C002135,2023-11-01,Enterprise,North America,Outbound,Growth
C002136,2024-11-07,Startup,LATAM,Referral,Growth
C002137,2024-04-07,Enterprise,Europe,Partner,Pro
C002138,2022-02-05,Enterprise,North America,Outbound,Pro
C002139,2024-03-30,Enterprise,North America,Partner,Pro
C002140,2023-09-01,SMB,North America,Organic,Basic
C002141,2024-12-01,Startup,North America,Partner,Growth
C002142,2025-08-23,Mid-Market,North America,Organic,Growth
C002143,2026-01-02,SMB,North America,Outbound,Growth
C002144,2024-07-16,SMB,LATAM,Paid Search,Pro
C002145,2023-07-06,Enterprise,LATAM,Affiliate,Enterprise
C002146,2023-11-06,Mid-Market,APAC,Outbound,Growth
C002147,2022-09-26,SMB,North America,Referral,Growth
C002148,2025-11-23,SMB,North America,Affiliate,Basic
C002149,2025-07-11,Startup,APAC,Organic,Basic
C002150,2025-07-22,SMB,LATAM,Organic,Growth
C002151,2023-05-14,Startup,Europe,Organic,Basic
C002152,2023-05-05,Mid-Market,North America,Referral,Growth
C002153,2025-07-26,Mid-Market,North America,Partner,Enterprise
C002154,2024-04-07,SMB,Europe,Paid Search,Growth
C002155,2024-12-07,SMB,Europe,Referral,Pro
C002156,2024-01-15,Mid-Market,North America,Organic,Pro
C002157,2023-11-05,Mid-Market,APAC,Paid Search,Growth
C002158,2024-08-18,Enterprise,Europe,Organic,Enterprise
C002159,2025-05-20,SMB,Europe,Affiliate,Growth
C002160,2023-05-23,Mid-Market,North America,Outbound,Pro
C002161,2025-05-14,SMB,LATAM,Affiliate,Basic
C002162,2023-01-07,SMB,LATAM,Paid Search,Basic
C002163,2023-09-05,Enterprise,North America,Paid Search,Growth
C002164,2025-10-19,SMB,Europe,Paid Search,Pro
C002165,2025-12-21,SMB,Europe,Outbound,Basic
C002166,2025-11-05,SMB,LATAM,Outbound,Growth
C002167,2023-04-26,SMB,North America,Partner,Pro
C002168,2025-07-05,SMB,APAC,Paid Search,Growth
C002169,2025-11-23,Mid-Market,Europe,Outbound,Growth
C002170,2026-01-26,SMB,North America,Organic,Basic
C002171,2022-02-01,SMB,North America,Paid Search,Pro
C002172,2025-02-06,Enterprise,North America,Paid Search,Pro
C002173,2026-02-24,SMB,North America,Affiliate,Growth
C002174,2025-03-08,Enterprise,Europe,Partner,Enterprise
C002175,2022-12-21,SMB,LATAM,Referral,Basic
C002176,2025-03-05,Mid-Market,North America,Organic,Growth
C002177,2022-06-09,SMB,APAC,Paid Search,Basic
C002178,2024-01-01,Mid-Market,North America,Outbound,Basic
C002179,2024-08-09,Startup,Europe,Affiliate,Basic
C002180,2023-11-25,Enterprise,APAC,Partner,Enterprise
C002181,2024-11-29,SMB,LATAM,Referral,Basic
C002182,2023-01-01,Mid-Market,Europe,Outbound,Pro
C002183,2024-07-10,SMB,LATAM,Affiliate,Pro
C002184,2024-09-07,Startup,North America,Paid Search,Pro
C002185,2024-08-21,SMB,North America,Partner,Basic
C002186,2023-03-16,SMB,Europe,Organic,Pro
C002187,2023-04-10,SMB,North America,Affiliate,Basic
C002188,2023-01-27,Mid-Market,North America,Paid Search,Pro
C002189,2023-12-03,SMB,North America,Partner,Growth
C002190,2024-06-09,Startup,APAC,Outbound,Growth
C002191,2023-07-06,Startup,APAC,Paid Search,Basic
C002192,2023-09-16,SMB,LATAM,Outbound,Growth
C002193,2023-03-12,SMB,LATAM,Paid Search,Basic
C002194,2022-11-29,Mid-Market,North America,Partner,Growth
C002195,2024-09-26,SMB,North America,Outbound,Growth
C002196,2025-05-25,Enterprise,Europe,Outbound,Pro
C002197,2023-03-18,SMB,Europe,Outbound,Growth
C002198,2025-08-01,Startup,North America,Affiliate,Growth
C002199,2024-05-17,Enterprise,Europe,Partner,Enterprise
C002200,2022-09-12,SMB,Europe,Organic,Growth
C002201,2023-07-11,SMB,North America,Partner,Pro
C002202,2022-01-12,Enterprise,North America,Outbound,Enterprise
C002203,2022-03-01,Enterprise,Europe,Partner,Growth
C002204,2023-05-26,Mid-Market,Europe,Affiliate,Pro
C002205,2023-11-22,Startup,APAC,Outbound,Growth
C002206,2025-04-27,Mid-Market,Europe,Outbound,Growth
C002207,2022-07-24,Enterprise,LATAM,Outbound,Pro
C002208,2025-06-29,Enterprise,LATAM,Partner,Pro
C002209,2022-12-23,Startup,North America,Paid Search,Growth
C002210,2022-07-30,SMB,Europe,Outbound,Growth
C002211,2024-11-29,SMB,Europe,Organic,Growth
C002212,2025-03-22,Startup,Europe,Referral,Growth
C002213,2024-07-08,Mid-Market,North America,Outbound,Pro
C002214,2022-06-25,SMB,APAC,Paid Search,Basic
C002215,2022-06-25,SMB,APAC,Paid Search,Growth
C002216,2023-08-16,Startup,North America,Organic,Growth
C002217,2023-11-16,SMB,North America,Paid Search,Basic
C002218,2026-02-26,Startup,North America,Outbound,Basic
C002219,2023-03-12,SMB,LATAM,Paid Search,Basic
C002220,2022-10-20,Startup,Europe,Paid Search,Pro
C002221,2025-12-08,Enterprise,North America,Partner,Pro
C002222,2022-08-23,Startup,LATAM,Affiliate,Basic
