payment_id,customer_id,payment_date,amount,payment_status
PAY00028044,C001748,2025-02-06,162.29,paid
PAY00028045,C001748,2025-03-06,169.73,paid
PAY00028046,C001748,2025-04-06,172.3,paid
PAY00028047,C001748,2025-05-06,174.74,paid
PAY00028048,C001748,2025-06-06,166.59,paid
PAY00028049,C001748,2025-07-06,174.78,paid
PAY00028050,C001748,2025-08-06,167.54,paid
PAY00028051,C001748,2025-09-06,174.81,paid
PAY00028052,C001748,2025-10-06,174.66,paid
PAY00028053,C001748,2025-11-06,177.18,failed
PAY00028054,C001748,2025-12-06,181.45,paid
PAY00028055,C001748,2026-01-06,168.15,paid
PAY00028056,C001748,2026-02-06,174.16,paid
PAY00028057,C001749,2025-05-13,147.34,paid
PAY00028058,C001749,2025-06-13,144.38,paid
PAY00028059,C001749,2025-07-13,150.12,paid
PAY00028060,C001749,2025-08-13,151.07,paid
PAY00028061,C001749,2025-09-13,147.58,paid
PAY00028062,C001749,2025-10-13,145.41,paid
PAY00028063,C001749,2025-11-13,150.19,paid
PAY00028064,C001749,2025-12-13,145.31,failed
PAY00028065,C001749,2026-01-13,147.95,paid
PAY00028066,C001749,2026-02-13,151.1,failed
PAY00028067,C001750,2024-12-29,2210.31,paid
PAY00028068,C001750,2025-12-29,2235.74,paid
PAY00028069,C001751,2025-11-24,170.86,paid
PAY00028070,C001751,2025-12-24,173.01,failed
PAY00028071,C001751,2026-01-24,171.53,failed
PAY00028072,C001751,2026-02-24,174.05,failed
PAY00028073,C001752,2025-09-21,1210.4,paid
PAY00028074,C001752,2025-12-21,1225.31,paid
PAY00028075,C001753,2024-08-22,146.54,paid
PAY00028076,C001753,2024-09-22,151.57,paid
PAY00028077,C001753,2024-10-22,145.0,paid
PAY00028078,C001753,2024-11-22,147.45,paid
PAY00028079,C001753,2024-12-22,151.29,paid
PAY00028080,C001753,2025-01-22,141.51,paid
PAY00028081,C001753,2025-02-22,148.25,paid
PAY00028082,C001753,2025-03-22,148.22,paid
PAY00028083,C001753,2025-04-22,147.06,paid
PAY00028084,C001753,2025-05-22,146.22,paid
PAY00028085,C001753,2025-06-22,150.93,paid
PAY00028086,C001753,2025-07-22,137.9,paid
PAY00028087,C001753,2025-08-22,147.78,paid
PAY00028088,C001753,2025-09-22,147.15,paid
PAY00028089,C001753,2025-10-22,146.95,paid
PAY00028090,C001753,2025-11-22,145.13,paid
PAY00028091,C001753,2025-12-22,144.53,failed
PAY00028092,C001753,2026-01-22,144.84,paid
PAY00028093,C001753,2026-02-22,145.73,paid
PAY00028094,C001754,2023-08-26,2023.88,paid
PAY00028095,C001754,2024-08-26,1933.87,paid
PAY00028096,C001754,2025-08-26,2059.26,paid
PAY00028097,C001755,2024-08-20,47.15,paid
PAY00028098,C001755,2024-09-20,48.88,paid
PAY00028099,C001755,2024-10-20,47.69,paid
PAY00028100,C001755,2024-11-20,48.9,paid
PAY00028101,C001755,2024-12-20,50.54,paid
PAY00028102,C001755,2025-01-20,47.18,paid
PAY00028103,C001755,2025-02-20,48.78,paid
PAY00028104,C001755,2025-03-20,48.73,paid
PAY00028105,C001755,2025-04-20,47.33,paid
PAY00028106,C001755,2025-05-20,50.22,paid
PAY00028107,C001755,2025-06-20,47.37,paid
PAY00028108,C001755,2025-07-20,46.85,paid
PAY00028109,C001755,2025-08-20,48.04,paid
PAY00028110,C001755,2025-09-20,50.27,paid
PAY00028111,C001755,2025-10-20,48.87,paid
PAY00028112,C001755,2025-11-20,50.14,paid
PAY00028113,C001755,2025-12-20,49.13,paid
PAY00028114,C001755,2026-01-20,49.54,paid
PAY00028115,C001755,2026-02-20,47.41,paid
PAY00028116,C001756,2023-05-09,1426.52,paid
PAY00028117,C001756,2023-08-09,1512.79,paid
PAY00028118,C001756,2023-11-09,1465.11,paid
PAY00028119,C001756,2024-02-09,1431.44,paid
PAY00028120,C001756,2024-05-09,1510.12,paid
PAY00028121,C001756,2024-08-09,1504.17,paid
PAY00028122,C001756,2024-11-09,1552.65,paid
PAY00028123,C001756,2025-02-09,1477.39,paid
PAY00028124,C001756,2025-05-09,1484.36,paid
PAY00028125,C001756,2025-08-09,1512.42,paid
PAY00028126,C001756,2025-11-09,1552.56,paid
PAY00028127,C001756,2026-02-09,1530.41,paid
PAY00028128,C001757,2023-06-17,442.88,paid
PAY00028129,C001757,2023-07-17,451.02,paid
PAY00028130,C001757,2023-08-17,456.63,paid
PAY00028131,C001757,2023-09-17,454.32,paid
PAY00028132,C001757,2023-10-17,443.79,paid
PAY00028133,C001757,2023-11-17,472.12,paid
PAY00028134,C001757,2023-12-17,450.95,paid
PAY00028135,C001757,2024-01-17,438.68,paid
PAY00028136,C001757,2024-02-17,451.64,paid
PAY00028137,C001757,2024-03-17,462.95,paid
PAY00028138,C001757,2024-04-17,468.73,paid
PAY00028139,C001757,2024-05-17,447.78,paid
PAY00028140,C001757,2024-06-17,455.11,paid
PAY00028141,C001757,2024-07-17,454.44,paid
PAY00028142,C001757,2024-08-17,455.08,paid
PAY00028143,C001757,2024-09-17,471.68,paid
PAY00028144,C001757,2024-10-17,443.24,paid
PAY00028145,C001757,2024-11-17,477.27,paid
PAY00028146,C001757,2024-12-17,434.37,paid
PAY00028147,C001757,2025-01-17,452.52,paid
PAY00028148,C001757,2025-02-17,468.22,paid
PAY00028149,C001757,2025-03-17,470.33,paid
PAY00028150,C001757,2025-04-17,467.26,paid
PAY00028151,C001757,2025-05-17,450.86,paid
PAY00028152,C001757,2025-06-17,470.15,failed
PAY00028153,C001757,2025-07-17,471.28,paid
PAY00028154,C001757,2025-08-17,466.64,paid
PAY00028155,C001757,2025-09-17,437.01,paid
PAY00028156,C001757,2025-10-17,445.2,paid
PAY00028157,C001757,2025-11-17,458.25,paid
PAY00028158,C001757,2025-12-17,465.34,paid
PAY00028159,C001757,2026-01-17,443.86,paid
PAY00028160,C001757,2026-02-17,449.96,paid
PAY00028161,C001758,2024-07-15,8115.25,paid
PAY00028162,C001758,2025-07-15,8143.6,paid
PAY00028163,C001759,2024-05-22,20859.87,paid
PAY00028164,C001759,2025-05-22,21014.15,paid
PAY00028165,C001760,2024-06-02,202.28,paid
PAY00028166,C001760,2024-07-02,216.0,paid
PAY00028167,C001760,2024-08-02,216.61,paid
PAY00028168,C001760,2024-09-02,211.09,paid
PAY00028169,C001760,2024-10-02,217.54,paid
PAY00028170,C001760,2024-11-02,209.92,paid
PAY00028171,C001760,2024-12-02,217.9,paid
PAY00028172,C001760,2025-01-02,212.95,paid
PAY00028173,C001760,2025-02-02,208.75,paid
PAY00028174,C001760,2025-03-02,217.91,paid
PAY00028175,C001760,2025-04-02,217.61,paid
PAY00028176,C001760,2025-05-02,219.25,paid
PAY00028177,C001760,2025-06-02,215.19,paid
PAY00028178,C001760,2025-07-02,213.89,paid
PAY00028179,C001760,2025-08-02,209.43,failed
PAY00028180,C001760,2025-09-02,207.5,paid
PAY00028181,C001760,2025-10-02,221.86,paid
PAY00028182,C001760,2025-11-02,204.37,paid
PAY00028183,C001760,2025-12-02,214.76,paid
PAY00028184,C001760,2026-01-02,206.69,paid
PAY00028185,C001760,2026-02-02,214.87,paid
PAY00028186,C001761,2023-08-18,12773.38,paid
PAY00028187,C001761,2024-08-18,12619.66,paid
PAY00028188,C001761,2025-08-18,12978.84,paid
PAY00028189,C001762,2023-09-14,3926.89,paid
PAY00028190,C001762,2024-09-14,4033.41,paid
PAY00028191,C001762,2025-09-14,4087.22,paid
PAY00028192,C001763,2022-01-16,2836.02,paid
PAY00028193,C001763,2022-02-16,2912.43,paid
PAY00028194,C001763,2022-03-16,2919.26,paid
PAY00028195,C001763,2022-04-16,2867.78,paid
PAY00028196,C001763,2022-05-16,2899.95,paid
PAY00028197,C001763,2022-06-16,2967.04,paid
PAY00028198,C001763,2022-07-16,2910.61,paid
PAY00028199,C001763,2022-08-16,2980.51,paid
PAY00028200,C001763,2022-09-16,2973.66,paid
PAY00028201,C001763,2022-10-16,2982.9,paid
PAY00028202,C001763,2022-11-16,2914.17,paid
PAY00028203,C001763,2022-12-16,2958.48,paid
PAY00028204,C001763,2023-01-16,2980.68,paid
PAY00028205,C001763,2023-02-16,2949.24,paid
PAY00028206,C001763,2023-03-16,2991.8,paid
PAY00028207,C001763,2023-04-16,2788.72,paid
PAY00028208,C001763,2023-05-16,3031.35,paid
PAY00028209,C001763,2023-06-16,2935.38,paid
PAY00028210,C001763,2023-07-16,2957.92,paid
PAY00028211,C001763,2023-08-16,3085.2,paid
PAY00028212,C001763,2023-09-16,2988.98,paid
PAY00028213,C001763,2023-10-16,2877.69,paid
PAY00028214,C001763,2023-11-16,2984.44,paid
PAY00028215,C001763,2023-12-16,3051.93,paid
PAY00028216,C001763,2024-01-16,2946.65,paid
PAY00028217,C001763,2024-02-16,2909.07,paid
PAY00028218,C001763,2024-03-16,3027.81,paid
PAY00028219,C001763,2024-04-16,2951.18,paid
PAY00028220,C001763,2024-05-16,2865.89,paid
PAY00028221,C001763,2024-06-16,2901.88,paid
PAY00028222,C001763,2024-07-16,2946.63,paid
PAY00028223,C001763,2024-08-16,2808.88,paid
PAY00028224,C001763,2024-09-16,2994.7,paid
PAY00028225,C001763,2024-10-16,2872.61,paid
PAY00028226,C001763,2024-11-16,2922.73,paid
PAY00028227,C001763,2024-12-16,2996.47,paid
PAY00028228,C001763,2025-01-16,2981.74,paid
PAY00028229,C001763,2025-02-16,2956.89,paid
PAY00028230,C001763,2025-03-16,2825.07,paid
PAY00028231,C001763,2025-04-16,2954.67,paid
PAY00028232,C001763,2025-05-16,2875.1,failed
PAY00028233,C001763,2025-06-16,2887.7,paid
PAY00028234,C001763,2025-07-16,2972.35,paid
PAY00028235,C001763,2025-08-16,2855.54,paid
PAY00028236,C001763,2025-09-16,2960.01,paid
PAY00028237,C001763,2025-10-16,3022.43,paid
PAY00028238,C001763,2025-11-16,2915.68,paid
PAY00028239,C001763,2025-12-16,3010.55,paid
PAY00028240,C001763,2026-01-16,2908.52,paid
PAY00028241,C001763,2026-02-16,2882.81,paid
PAY00028242,C001764,2024-07-05,26462.29,paid
PAY00028243,C001764,2025-07-05,27258.27,paid
PAY00028244,C001765,2024-05-29,26497.23,paid
PAY00028245,C001765,2025-05-29,26309.16,paid
PAY00028246,C001766,2025-11-22,2019.79,paid
PAY00028247,C001767,2024-02-15,261.74,paid
PAY00028248,C001767,2024-03-15,252.6,paid
PAY00028249,C001767,2024-04-15,251.79,paid
PAY00028250,C001767,2024-05-15,243.07,paid
PAY00028251,C001767,2024-06-15,251.37,paid
PAY00028252,C001767,2024-07-15,242.79,paid
PAY00028253,C001767,2024-08-15,255.39,paid
PAY00028254,C001767,2024-09-15,242.52,paid
PAY00028255,C001767,2024-10-15,252.46,paid
PAY00028256,C001767,2024-11-15,253.01,paid
PAY00028257,C001767,2024-12-15,254.47,paid
PAY00028258,C001767,2025-01-15,270.64,paid
PAY00028259,C001767,2025-02-15,242.81,paid
PAY00028260,C001767,2025-03-15,263.04,paid
PAY00028261,C001767,2025-04-15,260.75,paid
PAY00028262,C001767,2025-05-15,254.38,paid
PAY00028263,C001767,2025-06-15,262.19,paid
PAY00028264,C001767,2025-07-15,262.1,paid
PAY00028265,C001767,2025-08-15,258.69,paid
PAY00028266,C001767,2025-09-15,248.33,paid
PAY00028267,C001767,2025-10-15,249.84,paid
PAY00028268,C001767,2025-11-15,257.84,failed
PAY00028269,C001767,2025-12-15,249.0,failed
PAY00028270,C001768,2023-12-13,109.22,paid
PAY00028271,C001768,2024-01-13,113.02,paid
PAY00028272,C001768,2024-02-13,110.88,paid
PAY00028273,C001768,2024-03-13,108.48,paid
PAY00028274,C001768,2024-04-13,108.44,paid
PAY00028275,C001768,2024-05-13,115.07,paid
PAY00028276,C001768,2024-06-13,115.93,paid
PAY00028277,C001768,2024-07-13,107.82,paid
PAY00028278,C001768,2024-08-13,113.63,paid
PAY00028279,C001768,2024-09-13,115.95,paid
PAY00028280,C001768,2024-10-13,112.26,paid
PAY00028281,C001768,2024-11-13,106.34,paid
PAY00028282,C001768,2024-12-13,111.47,paid
PAY00028283,C001768,2025-01-13,113.01,paid
PAY00028284,C001768,2025-02-13,110.91,paid
PAY00028285,C001768,2025-03-13,117.87,paid
PAY00028286,C001768,2025-04-13,111.94,paid
PAY00028287,C001768,2025-05-13,115.09,paid
PAY00028288,C001768,2025-06-13,107.32,paid
PAY00028289,C001768,2025-07-13,111.69,paid
PAY00028290,C001768,2025-08-13,115.47,failed
PAY00028291,C001768,2025-09-13,108.89,failed
PAY00028292,C001768,2025-10-13,108.73,paid
PAY00028293,C001769,2022-04-25,212.64,paid
PAY00028294,C001769,2022-05-25,207.12,paid
PAY00028295,C001769,2022-06-25,222.33,paid
PAY00028296,C001769,2022-07-25,215.43,paid
PAY00028297,C001769,2022-08-25,215.37,paid
PAY00028298,C001769,2022-09-25,209.76,paid
PAY00028299,C001769,2022-10-25,222.63,paid
PAY00028300,C001769,2022-11-25,227.68,paid
PAY00028301,C001769,2022-12-25,226.45,paid
PAY00028302,C001769,2023-01-25,213.78,paid
PAY00028303,C001769,2023-02-25,220.81,paid
PAY00028304,C001769,2023-03-25,215.63,paid
PAY00028305,C001769,2023-04-25,221.86,paid
PAY00028306,C001769,2023-05-25,228.16,paid
PAY00028307,C001769,2023-06-25,216.97,paid
PAY00028308,C001769,2023-07-25,223.87,paid
PAY00028309,C001769,2023-08-25,227.5,paid
PAY00028310,C001769,2023-09-25,223.77,paid
PAY00028311,C001769,2023-10-25,227.09,paid
PAY00028312,C001769,2023-11-25,222.38,paid
PAY00028313,C001769,2023-12-25,223.14,paid
PAY00028314,C001769,2024-01-25,220.41,paid
PAY00028315,C001769,2024-02-25,212.51,failed
PAY00028316,C001769,2024-03-25,209.07,paid
PAY00028317,C001769,2024-04-25,217.91,paid
PAY00028318,C001769,2024-05-25,231.38,paid
PAY00028319,C001769,2024-06-25,225.37,paid
PAY00028320,C001769,2024-07-25,218.4,paid
PAY00028321,C001769,2024-08-25,228.21,paid
PAY00028322,C001769,2024-09-25,223.36,paid
PAY00028323,C001769,2024-10-25,214.7,paid
PAY00028324,C001769,2024-11-25,221.04,paid
PAY00028325,C001769,2024-12-25,217.79,paid
PAY00028326,C001769,2025-01-25,219.51,paid
PAY00028327,C001769,2025-02-25,225.79,paid
PAY00028328,C001769,2025-03-25,211.1,paid
PAY00028329,C001769,2025-04-25,218.02,paid
PAY00028330,C001769,2025-05-25,216.16,paid
PAY00028331,C001769,2025-06-25,211.53,paid
PAY00028332,C001769,2025-07-25,217.49,paid
PAY00028333,C001769,2025-08-25,226.43,paid
PAY00028334,C001769,2025-09-25,220.94,paid
PAY00028335,C001769,2025-10-25,214.49,paid
PAY00028336,C001769,2025-11-25,227.98,failed
PAY00028337,C001769,2025-12-25,212.78,failed
PAY00028338,C001769,2026-01-25,227.25,failed
PAY00028339,C001770,2022-11-04,4348.77,paid
PAY00028340,C001770,2023-11-04,4341.25,paid
PAY00028341,C001770,2024-11-04,4522.13,paid
PAY00028342,C001770,2025-11-04,4336.36,paid
PAY00028343,C001771,2023-05-30,157.9,paid
PAY00028344,C001771,2023-06-30,158.54,paid
PAY00028345,C001771,2023-07-30,162.57,paid
PAY00028346,C001771,2023-08-30,158.51,paid
PAY00028347,C001771,2023-09-30,155.53,paid
PAY00028348,C001771,2023-10-30,156.91,paid
PAY00028349,C001771,2023-11-30,150.6,paid
PAY00028350,C001771,2023-12-30,155.27,paid
PAY00028351,C001771,2024-01-30,161.37,paid
PAY00028352,C001771,2024-02-29,152.2,paid
PAY00028353,C001771,2024-03-29,159.64,paid
PAY00028354,C001771,2024-04-29,151.06,paid
PAY00028355,C001771,2024-05-29,158.1,paid
PAY00028356,C001771,2024-06-29,159.8,paid
PAY00028357,C001771,2024-07-29,157.8,paid
PAY00028358,C001771,2024-08-29,163.5,paid
PAY00028359,C001771,2024-09-29,157.23,paid
PAY00028360,C001771,2024-10-29,156.74,paid
PAY00028361,C001771,2024-11-29,157.99,paid
PAY00028362,C001771,2024-12-29,160.12,paid
PAY00028363,C001771,2025-01-29,161.01,paid
PAY00028364,C001771,2025-02-28,166.61,paid
PAY00028365,C001771,2025-03-28,160.1,paid
PAY00028366,C001771,2025-04-28,166.25,paid
PAY00028367,C001771,2025-05-28,157.92,paid
PAY00028368,C001771,2025-06-28,164.48,paid
PAY00028369,C001771,2025-07-28,155.55,paid
PAY00028370,C001771,2025-08-28,146.48,paid
PAY00028371,C001771,2025-09-28,157.08,paid
PAY00028372,C001771,2025-10-28,159.88,paid
PAY00028373,C001771,2025-11-28,154.78,paid
PAY00028374,C001771,2025-12-28,157.02,failed
PAY00028375,C001771,2026-01-28,163.36,paid
PAY00028376,C001772,2023-08-03,7205.91,failed
PAY00028377,C001772,2024-08-03,6824.28,paid
PAY00028378,C001772,2025-08-03,7152.28,paid
PAY00028379,C001773,2023-07-08,222.67,paid
PAY00028380,C001773,2023-08-08,215.43,paid
PAY00028381,C001773,2023-09-08,225.71,paid
PAY00028382,C001773,2023-10-08,230.99,paid
PAY00028383,C001773,2023-11-08,234.37,paid
PAY00028384,C001773,2023-12-08,216.38,paid
PAY00028385,C001773,2024-01-08,209.99,paid
PAY00028386,C001773,2024-02-08,229.86,paid
PAY00028387,C001773,2024-03-08,229.58,paid
PAY00028388,C001773,2024-04-08,222.95,paid
PAY00028389,C001773,2024-05-08,229.16,paid
PAY00028390,C001773,2024-06-08,228.34,paid
PAY00028391,C001773,2024-07-08,222.56,paid
PAY00028392,C001773,2024-08-08,220.8,paid
PAY00028393,C001773,2024-09-08,223.09,paid
PAY00028394,C001773,2024-10-08,217.47,paid
PAY00028395,C001773,2024-11-08,221.22,paid
PAY00028396,C001773,2024-12-08,222.02,paid
PAY00028397,C001773,2025-01-08,227.97,paid
PAY00028398,C001773,2025-02-08,217.62,paid
PAY00028399,C001773,2025-03-08,220.6,paid
PAY00028400,C001773,2025-04-08,226.2,paid
PAY00028401,C001773,2025-05-08,221.86,paid
PAY00028402,C001773,2025-06-08,217.05,paid
PAY00028403,C001773,2025-07-08,224.34,paid
PAY00028404,C001773,2025-08-08,224.31,failed
PAY00028405,C001773,2025-09-08,232.64,paid
PAY00028406,C001774,2023-09-06,148.61,paid
PAY00028407,C001774,2023-10-06,159.48,paid
PAY00028408,C001774,2023-11-06,151.72,paid
PAY00028409,C001774,2023-12-06,161.16,paid
PAY00028410,C001774,2024-01-06,157.64,paid
PAY00028411,C001774,2024-02-06,163.21,paid
PAY00028412,C001774,2024-03-06,154.94,paid
PAY00028413,C001774,2024-04-06,146.69,paid
PAY00028414,C001774,2024-05-06,157.09,paid
PAY00028415,C001774,2024-06-06,152.95,paid
PAY00028416,C001774,2024-07-06,156.77,paid
PAY00028417,C001774,2024-08-06,151.93,paid
PAY00028418,C001774,2024-09-06,155.25,paid
PAY00028419,C001774,2024-10-06,155.99,paid
PAY00028420,C001774,2024-11-06,157.5,paid
PAY00028421,C001774,2024-12-06,155.26,paid
PAY00028422,C001774,2025-01-06,150.23,paid
PAY00028423,C001774,2025-02-06,159.68,paid
PAY00028424,C001774,2025-03-06,150.1,paid
PAY00028425,C001774,2025-04-06,149.21,paid
PAY00028426,C001774,2025-05-06,153.59,paid
PAY00028427,C001774,2025-06-06,151.4,paid
PAY00028428,C001774,2025-07-06,157.04,paid
PAY00028429,C001774,2025-08-06,154.86,paid
PAY00028430,C001774,2025-09-06,159.17,paid
PAY00028431,C001774,2025-10-06,157.36,paid
PAY00028432,C001774,2025-11-06,157.41,paid
PAY00028433,C001774,2025-12-06,152.75,paid
PAY00028434,C001774,2026-01-06,152.21,failed
PAY00028435,C001774,2026-02-06,146.82,paid
PAY00028436,C001775,2025-03-22,130.08,failed
PAY00028437,C001775,2025-04-22,131.0,paid
PAY00028438,C001775,2025-05-22,129.22,paid
PAY00028439,C001775,2025-06-22,122.6,paid
PAY00028440,C001775,2025-07-22,126.45,paid
PAY00028441,C001775,2025-08-22,124.19,paid
PAY00028442,C001775,2025-09-22,128.05,paid
PAY00028443,C001775,2025-10-22,122.7,paid
PAY00028444,C001775,2025-11-22,129.24,paid
PAY00028445,C001775,2025-12-22,130.81,paid
PAY00028446,C001775,2026-01-22,123.52,paid
PAY00028447,C001775,2026-02-22,119.52,paid
PAY00028448,C001776,2022-07-31,296.58,paid
PAY00028449,C001776,2022-08-31,283.75,paid
PAY00028450,C001776,2022-09-30,300.55,paid
PAY00028451,C001776,2022-10-30,303.41,paid
PAY00028452,C001776,2022-11-30,307.1,paid
PAY00028453,C001776,2022-12-30,297.96,paid
PAY00028454,C001776,2023-01-30,303.15,paid
PAY00028455,C001776,2023-02-28,297.06,paid
PAY00028456,C001776,2023-03-28,303.53,paid
PAY00028457,C001776,2023-04-28,294.48,paid
PAY00028458,C001776,2023-05-28,301.93,paid
PAY00028459,C001776,2023-06-28,303.59,paid
PAY00028460,C001776,2023-07-28,304.04,paid
PAY00028461,C001776,2023-08-28,298.29,paid
PAY00028462,C001776,2023-09-28,310.4,paid
PAY00028463,C001776,2023-10-28,294.46,failed
PAY00028464,C001776,2023-11-28,293.31,paid
PAY00028465,C001776,2023-12-28,297.89,paid
PAY00028466,C001776,2024-01-28,297.87,paid
PAY00028467,C001776,2024-02-28,290.78,paid
PAY00028468,C001776,2024-03-28,298.01,paid
PAY00028469,C001776,2024-04-28,312.26,paid
PAY00028470,C001776,2024-05-28,286.13,paid
PAY00028471,C001776,2024-06-28,285.75,paid
PAY00028472,C001776,2024-07-28,301.11,paid
PAY00028473,C001776,2024-08-28,293.62,paid
PAY00028474,C001776,2024-09-28,301.82,paid
PAY00028475,C001776,2024-10-28,307.47,paid
PAY00028476,C001776,2024-11-28,308.1,paid
PAY00028477,C001776,2024-12-28,304.32,paid
PAY00028478,C001776,2025-01-28,299.2,paid
PAY00028479,C001776,2025-02-28,299.28,paid
PAY00028480,C001776,2025-03-28,290.75,paid
PAY00028481,C001776,2025-04-28,299.55,paid
PAY00028482,C001776,2025-05-28,301.39,paid
PAY00028483,C001776,2025-06-28,283.1,paid
PAY00028484,C001776,2025-07-28,296.27,paid
PAY00028485,C001776,2025-08-28,307.28,paid
PAY00028486,C001776,2025-09-28,295.71,paid
PAY00028487,C001776,2025-10-28,292.63,paid
PAY00028488,C001776,2025-11-28,316.18,paid
PAY00028489,C001776,2025-12-28,306.23,paid
PAY00028490,C001776,2026-01-28,297.97,paid
PAY00028491,C001776,2026-02-28,296.98,paid
PAY00028492,C001777,2023-05-26,35.08,paid
PAY00028493,C001777,2023-06-26,35.24,paid
PAY00028494,C001777,2023-07-26,34.38,paid
PAY00028495,C001777,2023-08-26,34.09,paid
PAY00028496,C001777,2023-09-26,33.06,paid
PAY00028497,C001777,2023-10-26,32.92,paid
PAY00028498,C001777,2023-11-26,34.57,failed
PAY00028499,C001777,2023-12-26,33.69,paid
PAY00028500,C001777,2024-01-26,34.64,paid
PAY00028501,C001777,2024-02-26,34.1,paid
PAY00028502,C001777,2024-03-26,34.34,paid
PAY00028503,C001777,2024-04-26,34.13,paid
PAY00028504,C001777,2024-05-26,34.71,paid
PAY00028505,C001777,2024-06-26,34.18,paid
PAY00028506,C001777,2024-07-26,32.65,paid
PAY00028507,C001777,2024-08-26,34.48,paid
PAY00028508,C001777,2024-09-26,33.42,paid
PAY00028509,C001777,2024-10-26,35.03,paid
PAY00028510,C001777,2024-11-26,34.06,paid
PAY00028511,C001777,2024-12-26,35.06,paid
PAY00028512,C001777,2025-01-26,34.89,paid
PAY00028513,C001777,2025-02-26,34.44,paid
PAY00028514,C001777,2025-03-26,34.27,paid
PAY00028515,C001777,2025-04-26,33.43,paid
PAY00028516,C001777,2025-05-26,34.7,paid
PAY00028517,C001777,2025-06-26,32.35,paid
PAY00028518,C001777,2025-07-26,33.43,paid
PAY00028519,C001777,2025-08-26,33.94,paid
PAY00028520,C001777,2025-09-26,33.97,paid
PAY00028521,C001777,2025-10-26,33.99,paid
PAY00028522,C001777,2025-11-26,33.11,paid
PAY00028523,C001777,2025-12-26,33.21,failed
PAY00028524,C001777,2026-01-26,32.57,paid
PAY00028525,C001777,2026-02-26,34.53,paid
PAY00028526,C001778,2022-09-07,107.33,paid
PAY00028527,C001778,2022-10-07,107.83,paid
PAY00028528,C001778,2022-11-07,108.87,paid
PAY00028529,C001778,2022-12-07,107.01,paid
PAY00028530,C001778,2023-01-07,112.47,paid
PAY00028531,C001778,2023-02-07,115.3,paid
PAY00028532,C001778,2023-03-07,103.9,paid
PAY00028533,C001778,2023-04-07,110.95,paid
PAY00028534,C001778,2023-05-07,106.05,paid
PAY00028535,C001778,2023-06-07,110.34,paid
PAY00028536,C001778,2023-07-07,111.64,paid
PAY00028537,C001778,2023-08-07,104.59,paid
PAY00028538,C001778,2023-09-07,111.51,paid
PAY00028539,C001778,2023-10-07,114.16,paid
PAY00028540,C001778,2023-11-07,112.91,paid
PAY00028541,C001778,2023-12-07,105.32,paid
PAY00028542,C001778,2024-01-07,114.77,paid
PAY00028543,C001778,2024-02-07,115.16,paid
PAY00028544,C001778,2024-03-07,108.89,paid
PAY00028545,C001778,2024-04-07,105.47,paid
PAY00028546,C001778,2024-05-07,111.63,paid
PAY00028547,C001778,2024-06-07,110.75,paid
PAY00028548,C001778,2024-07-07,112.87,paid
PAY00028549,C001778,2024-08-07,108.28,paid
PAY00028550,C001778,2024-09-07,110.45,paid
PAY00028551,C001778,2024-10-07,110.83,paid
PAY00028552,C001778,2024-11-07,103.87,paid
PAY00028553,C001778,2024-12-07,109.75,paid
PAY00028554,C001778,2025-01-07,108.51,paid
PAY00028555,C001778,2025-02-07,112.3,paid
PAY00028556,C001778,2025-03-07,113.27,paid
PAY00028557,C001778,2025-04-07,106.18,paid
PAY00028558,C001778,2025-05-07,109.61,paid
PAY00028559,C001778,2025-06-07,108.62,failed
PAY00028560,C001778,2025-07-07,113.21,failed
PAY00028561,C001778,2025-08-07,108.21,failed
PAY00028562,C001779,2023-04-16,255.46,paid
PAY00028563,C001779,2023-05-16,271.02,paid
PAY00028564,C001779,2023-06-16,265.61,paid
PAY00028565,C001779,2023-07-16,271.96,paid
PAY00028566,C001779,2023-08-16,269.02,paid
PAY00028567,C001779,2023-09-16,261.12,paid
PAY00028568,C001779,2023-10-16,262.67,paid
PAY00028569,C001779,2023-11-16,279.47,paid
PAY00028570,C001779,2023-12-16,263.69,paid
PAY00028571,C001779,2024-01-16,279.36,paid
PAY00028572,C001779,2024-02-16,265.6,paid
PAY00028573,C001779,2024-03-16,258.47,paid
PAY00028574,C001779,2024-04-16,261.47,paid
PAY00028575,C001779,2024-05-16,257.78,paid
PAY00028576,C001779,2024-06-16,266.59,paid
PAY00028577,C001779,2024-07-16,265.65,paid
PAY00028578,C001779,2024-08-16,261.73,paid
PAY00028579,C001779,2024-09-16,258.65,paid
PAY00028580,C001779,2024-10-16,262.74,paid
PAY00028581,C001779,2024-11-16,278.27,paid
PAY00028582,C001779,2024-12-16,252.43,paid
PAY00028583,C001779,2025-01-16,272.32,failed
PAY00028584,C001779,2025-02-16,271.84,paid
PAY00028585,C001779,2025-03-16,261.67,paid
PAY00028586,C001779,2025-04-16,259.63,paid
PAY00028587,C001779,2025-05-16,264.37,paid
PAY00028588,C001779,2025-06-16,259.04,paid
PAY00028589,C001779,2025-07-16,259.9,paid
PAY00028590,C001779,2025-08-16,263.23,paid
PAY00028591,C001779,2025-09-16,262.2,failed
PAY00028592,C001779,2025-10-16,283.09,paid
PAY00028593,C001780,2024-11-12,334.98,paid
PAY00028594,C001780,2025-02-12,324.29,paid
PAY00028595,C001780,2025-05-12,309.99,paid
PAY00028596,C001780,2025-08-12,336.29,paid
PAY00028597,C001780,2025-11-12,333.47,paid
PAY00028598,C001780,2026-02-12,323.83,paid
